place#player#country#score#to par#money
1#davis love iii#united states#66 + 71 + 66 + 66 = 269#- 11#470000
2#justin leonard#united states#68 + 70 + 65 + 71 = 274#- 6#280000
3#jeff maggert#united states#69 + 69 + 73 + 65 = 276#- 4#175000
4#lee janzen#united states#69 + 67 + 74 + 69 = 279#- 1#125000
5#tom kite#united states#68 + 71 + 71 + 70 = 280#e#105000
t6#phil blackmar#united states#70 + 68 + 74 + 69 = 281#+ 1#85000
t6#jim furyk#united states#69 + 72 + 72 + 68 = 281#+ 1#85000
t6#scott hoch#united states#71 + 72 + 68 + 70 = 281#+ 1#85000
9#tom byrum#united states#69 + 73 + 70 + 70 = 282#+ 2#70000
t10#tom lehman#united states#69 + 72 + 72 + 70 = 283#+ 3#60000
t10#scott mccarron#united states#74 + 71 + 67 + 71 = 283#+ 3#60000
t10#joey sindelar#united states#72 + 71 + 71 + 69 = 283#+ 3#60000
