date#opponent#score#loss#stadium#attendance#record
april 1#twins#9 - 1#bonser (0 - 1)#hhh metrodome#24586#1 - 1
april 2#twins#1 - 0#blackburn (0 - 1)#hhh metrodome#21932#2 - 1
april 3#twins#5 - 4#slowey (0 - 1)#hhh metrodome#17084#3 - 1
april 4#rangers#11 - 6#moseley (0 - 1)#angel stadium of anaheim#43838#3 - 2
april 5#rangers#2 - 1#millwood (0 - 2)#angel stadium of anaheim#41170#4 - 2
april 6#rangers#10 - 4#garland (1 - 1)#angel stadium of anaheim#39242#4 - 3
april 7#indians#6 - 4#borowski (0 - 1)#angel stadium of anaheim#35014#5 - 3
april 8#indians#4 - 3#speier (0 - 1)#angel stadium of anaheim#37587#5 - 4
april 9#indians#9 - 5#byrd (0 - 2)#angel stadium of anaheim#36168#6 - 4
april 11#mariners#8 - 5#weaver (1 - 2)#safeco field#28915#6 - 5
april 12#mariners#8 - 3#garland (1 - 2)#safeco field#34963#6 - 6
april 13#mariners#10 - 5#baek (0 - 1)#safeco field#30664#7 - 6
april 14#rangers#7 - 4#jennings (0 - 3)#rangers ballpark in arlington#16541#8 - 6
april 15#rangers#7 - 4#rupe (0 - 1)#rangers ballpark in arlington#15595#9 - 6
april 16#royals#3 - 2#weaver (1 - 3)#angel stadium of anaheim#41336#9 - 7
april 17#royals#5 - 3#tomko (1 - 2)#angel stadium of anaheim#40021#10 - 7
april 18#mariners#5 - 4#dickey (0 - 1)#angel stadium of anaheim#43939#11 - 7
april 19#mariners#4 - 1#washburn (1 - 3)#angel stadium of anaheim#43959#12 - 7
april 20#mariners#4 - 2#moseley (1 - 2)#angel stadium of anaheim#43631#12 - 8
april 22#red sox#7 - 6#oliver (1 - 1)#fenway park#37982#12 - 9
april 23#red sox#6 - 4#hansen (0 - 1)#fenway park#38172#13 - 9
april 24#red sox#7 - 5#delcarmen (0 - 1)#fenway park#37848#14 - 9
april 25#tigers#4 - 3#robertson (0 - 3)#comerica park#40380#15 - 9
april 26#tigers#6 - 4#o'day (0 - 1)#comerica park#42068#15 - 10
april 27#tigers#6 - 2#verlander (1 - 4)#comerica park#36347#16 - 10
april 28#athletics#14 - 2#garland (3 - 3)#angel stadium of anaheim#37725#16 - 11
april 29#athletics#2 - 0#smith (1 - 2)#angel stadium of anaheim#35764#17 - 11
april 30#athletics#6 - 1#eveland (3 - 2)#angel stadium of anaheim#35301#18 - 11
