no#p#name#country#age#loan club#started#ended#start source#end source
24#df#clapham#eng#31#wolverhampton wanderers#20 august#20 november#bbc sport#leeds united
16#fw#andrews#eng#29#coventry city#1 october#27 october#bbc sport#leeds united
32#fw#de vries#ned sur#32#leicester city#1 october#15 january#leicester city#leeds united
33#mf#kishishev#bul#33#leicester city#23 october#23 january#bbc sport#bbc sport
31#fw#ameobi#eng#19#scunthorpe united#15 november#4 may#sky sports#sky sports
21#mf#derry#eng#29#crystal palace#19 november#19 january#sky sports#sky sports
37#mf#kilkenny#aus eng#22#birmingham city#4 january#7 january#bbc sport#leeds united
35#df#kenton#eng#29#leicester city#10 january#31 january#leicester city#leeds united
8#mf#thompson#eng#34#hartlepool united#22 january#22 february#leeds united#leeds united
26#df#gardner#eng lux#19#farsley celtic#22 january#24 february#leeds united#leeds united
32#df#sheehan#ire#21#leicester city#31 january#25 may#yahoo sport#teamtalk
21#df#o'halloran#ire#20#aston villa#28 february#4 march#bbc sport#leeds united
26#df#parker#eng#20#darlington#26 february#17 may#sky sports#bbc sport
11#mf#westlake#eng#24#brighton & hove albion#4 march#4 may#sky sports#sky sports
23#mf#weston#eng#21#scunthorpe united#4 march#4 may#sky sports#sky sports
10#fw#constantine#eng#30#oldham athletic#5 march#7 april#leeds united#leeds united
38#fw#freedman#sco#33#crystal palace#7 march#25 may#teamtalk#yorkshire evening post
