name#height#weight#spike#2008 club
nikola kovačević#m#-#cm (in)#rpa perugia
dejan bojović#m#-#cm (in)#gabeca montichiari
novica bjelica#m#-#cm (in)#copra nordmeccanica
bojan janić#m#-#cm (in)#marmi lanza verona
vlado petković#m#-#cm (in)#budućnost podgorica
marko samardžić#m#-#cm (in)#tours vb
nikola grbić#m#-#cm (in)#trentino volley
miloš nikić#m#-#cm (in)#sparkling milano
andrija gerić#m#-#cm (in)#lube banca marche
ivan miljković#m#-#cm (in)#m roma volley
saša starović#m#-#cm (in)#budućnost podgorica
marko podraščanin#m#-#cm (in)#famigliulo corigliano
