place#player#country#score#to par#money
1#tom watson#united states#72 - 72 - 68 - 70 = 282#- 6#60000
2#jack nicklaus#united states#74 - 70 - 71 - 69 = 284#- 4#34506
t3#bill rogers#united states#70 - 73 - 69 - 74 = 286#- 2#14967
t3#dan pohl#united states#72 - 74 - 70 - 70 = 286#- 2#14967
t3#bobby clampett#united states#71 - 73 - 72 - 70 = 286#- 2#14967
t6#gary koch#united states#78 - 73 - 69 - 67 = 287#- 1#8011
t6#david graham#australia#73 - 72 - 69 - 73 = 287#- 1#8011
t6#lanny wadkins#united states#73 - 76 - 67 - 71 = 287#- 1#8011
t6#jay haas#united states#73 - 76 - 67 - 71 = 287#- 1#8011
t10#bruce devlin#australia#70 - 69 - 75 - 74 = 288#e#6332
t10#calvin peete#united states#71 - 72 - 72 - 73 = 288#e#6332
