2005#2007#2008#2009#2010#2011#2012#2013
19 (1)#17 (1)#22 (1)#22 (1)#24 (1)#25 (1)#30 (1)#32 (1)
29 (2)#25 (2)#25 (2)#25 (2)#25 (2)#32 (2)#35 (2)#35 (2)
70 (3)#46 (3)#44 (3)#43 (3)#49 (3)#45 (3)#50 (3)#55 (3)
118 (4)#90 (4)#61 (4)#55 (4)#60 (4)#57 (4)#65 (4)#66 (4)
168 (10)#102 (5)#112 (5)#97 (6)#102 (6)#70 (5)#75 (5)#75 (5)
128 (6)#112 (6)#120 (6)#92 (5)#91 (5)#80 (6)#86 (6)#99 (6)
128 (6)#136 (7)#158 (7)#155 (9)#153 (7)#122 (8)#128 (8)#133 (7)
133 (8)#151 (8)#174 (8)#171 (10)#175 (9)#139 (9)#138 (9)#144 (8)
314#420#378#364#n / a#105 (7)#101 (7)#n / a
120 (5)#161 (9)#214#142 (7)#206#188#200#193 (9)
269#209#216#174#172 (8)#186#203#210 (10)
158 (9)#180 (10)#180 (9)#148 (8)#182 (10)#185 (10)#198 (10)#220
181#197#199 (10)#218#234#247#295#304
