place#player#country#score#to par
1#tiger woods#united states#66 + 67 + 71 = 204#12
2#josé maría olazábal#spain#68 + 70 + 68 = 206#10
t3#retief goosen#south africa#68 + 73 + 66 = 207#9
t3#colin montgomerie#scotland#71 + 66 + 70 = 207#9
t5#brad faxon#united states#72 + 66 + 70 = 208#8
t5#sergio garcía#spain#70 + 69 + 69 = 208#8
t7#michael campbell#new zealand#69 + 72 + 68 = 209#7
t7#vijay singh#fiji#69 + 69 + 71 = 209#7
t9#bart bryant#united states#69 + 70 + 71 = 210#6
t9#tim clark#south africa#71 + 69 + 70 = 210#6
t9#darren clarke#northern ireland#73 + 70 + 67 = 210#6
t9#john daly#united states#71 + 69 + 70 = 210#6
t9#søren hansen#denmark#72 + 72 + 66 = 210#6
t9#maarten lafeber#netherlands#73 + 70 + 67 = 210#6
t9#bernhard langer#germany#71 + 69 + 70 = 210#6
t9#sandy lyle#scotland#74 + 67 + 69 = 210#6
t9#sean o'hair#united states#73 + 67 + 70 = 210#6
t9#kenny perry#united states#71 + 71 + 68 = 210#6
t9#scott verplank#united states#68 + 70 + 72 = 210#6
