country#skip#w#l#pf#pa#ends won#ends lost#blank ends f / a#stolen ends for#stolen ends against#shot %
canada#kevin martin#10#1#92#43#47#33#1 / 6#11#2#88
scotland#david murdoch#8#3#86#59#45#38#6 / 11#11#6#83
switzerland#ralph stöckli#7#4#67#62#44#41#4 / 11#13#12#80
norway#thomas ulsrud#7#4#71#58#42#37#14 / 4#14#10#83
united states#john shuster#7#4#79#71#49#41#4 / 7#19#10#78
germany#andy kapp#7#4#77#66#45#46#6 / 11#10#9#81
denmark#ulrik schmidt#5#6#65#74#44#44#10 / 5#12#10#79
france#thomas dufour#4#7#52#69#33#39#16 / 3#6#12#75
china#wang fengchun#4#7#69#78#45#47#4 / 7#11#11#81
japan#yusuke morozumi#3#8#59#74#38#45#4 / 7#9#13#79
czech republic#jiří snítil#3#8#54#75#39#46#9 / 3#8#16#75
