#player#country#score#to par#winnings#after#before
1#matt kuchar#united states#68 + 69 + 69 + 66 = 272#- 12#1350000#1#9
2#martin laird#scotland#69 + 67 + 65 + 71 = 272#- 12#810000#3#95
t3#kevin streelman#united states#72 + 63 + 71 + 68 = 274#- 10#435000#18#102
t3#steve stricker#united states#70 + 70 + 68 + 66 = 274#- 10#435000#2#2
t5#jason day#australia#67 + 67 + 70 + 71 = 275#- 9#263438#14#28
t5#ryan palmer#united states#66 + 74 + 66 + 69 = 275#- 9#263438#13#23
t5#rory sabbatini#south africa#68 + 74 + 69 + 64 = 275#- 9#263438#33#60
t5#vaughn taylor#united states#65 + 70 + 71 + 69 = 275#- 9#263438#21#38
t9#dustin johnson#united states#71 + 69 + 64 + 72 = 276#- 8#202500#6#11
t9#adam scott#australia#66 + 71 + 68 + 71 = 276#- 8#202500#19#32
