date#opponent#score#loss#attendance#record#arena#points
march 3#blackhawks#2 - 3#giguere (17 - 16 - 5)#21619#31 - 28 - 6#united center#68
march 6#stars#3 - 2#giguere (17 - 17 - 5)#17380#31 - 29 - 6#honda center#68
march 8#wild#3 - 2#hiller (14 - 13 - 1)#17300#31 - 30 - 6#honda center#68
march 11#canucks#3 - 4#luongo (23 - 9 - 6)#16967#32 - 30 - 6#honda center#70
march 15#sharks#1 - 0#hiller (15 - 14 - 1)#17511#32 - 31 - 6#honda center#70
march 18#predators#3 - 4#rinne (24 - 11 - 2)#16181#33 - 31 - 6#honda center#72
march 19#coyotes#3 - 2#bryzgalov (22 - 28 - 6)#12739#34 - 31 - 6#jobingcom arena#74
march 22#coyotes#2 - 6#bryzgalov (23 - 29 - 6)#17215#35 - 31 - 6#honda center#76
march 24#predators#2 - 1#rinne (24 - 11 - 4)#16418#36 - 31 - 6#sommet center#78
march 25#avalanche#7 - 2#budaj (19 - 28 - 2)#16279#37 - 31 - 6#pepsi center#80
march 27#oilers#5 - 3#giguere (19 - 18 - 5)#17257#37 - 32 - 6#honda center#80
march 29#avalanche#1 - 4#budaj (19 - 29 - 2)#17182#38 - 32 - 6#honda center#82
march 31#oilers#5 - 3#roloson (27 - 22 - 9)#16839#39 - 32 - 6#rexall place#84
