year#team#comp#long#rate#ratt#ryds#ravg
1983#miami#173#85#96.0#28#45#1.6
1984#miami#362#80#108.9#28#- 7#- 0.3
1985#miami#336#73#84.1#26#- 24#- 0.9
1986#miami#378#85#92.5#12#- 3#- 0.3
1987#miami#263#59#89.2#12#- 5#- 0.4
1988#miami#354#80#80.8#20#- 17#- 0.9
1989#miami#308#78#76.9#14#- 7#- 0.5
1990#miami#306#69#82.6#16#29#1.8
1991#miami#318#54#85.8#27#32#1.2
1992#miami#330#62#85.1#20#66#3.3
1993#miami#91#80#95.9#9#- 4#- 0.4
1994#miami#385#64#89.2#22#- 6#- 0.3
1995#miami#309#67#90.8#11#14#1.3
1996#miami#221#74#87.8#11#- 3#- 0.3
1997#miami#319#55#80.7#18#- 14#- 0.8
1998#miami#310#61#80.0#21#- 3#- 0.1
1999#miami#204#62#67.4#6#- 6#- 1.0
career#career#comp#long#rate#ratt#ryds#ravg
17 years#17 years#4967#85#86.4#301#87#0.3
