date#opponent#score#loss#attendance#record
may 1#angels#2 - 0#cone (1 - 1)#31303#3 - 3
may 2#white sox#9 - 8#marquez (0 - 1)#34194#4 - 3
may 3#white sox#8 - 7 (10)#hernández (0 - 1)#33159#5 - 3
may 5#orioles#9 - 2#leiter (1 - 1)#37670#5 - 4
may 6#orioles#7 - 3#rhodes (1 - 1)#40173#6 - 4
may 7#orioles#6 - 2#cone (1 - 2)#44304#6 - 5
may 9#yankees#9 - 6#mcdowell (1 - 1)#37291#7 - 5
may 10#yankees#6 - 4 (11)#williams (0 - 1)#38232#7 - 6
may 11#yankees#12 - 11#ward (0 - 1)#39370#7 - 7
may 12#brewers#14 - 5#darwin (1 - 1)#12904#7 - 8
may 13#brewers#10 - 0#miranda (1 - 1)#17984#8 - 8
may 14#brewers#8 - 3#eldred (1 - 1)#13447#9 - 8
may 15#rangers#12 - 4#guzman (0 - 1)#17982#9 - 9
may 16#rangers#6 - 1#leiter (1 - 2)#19014#9 - 10
may 17#rangers#12 - 7#darwin (1 - 2)#18910#9 - 11
may 19#tigers#4 - 2#moore (3 - 2)#18558#10 - 11
may 20#tigers#10 - 6#hentgen (3 - 1)#18888#10 - 12
may 21#tigers#2 - 1#cox (0 - 1)#19144#10 - 13
may 22#royals#7 - 0#darwin (1 - 3)#39255#10 - 14
may 23#royals#10 - 6#pichardo (0 - 1)#35049#11 - 14
may 24#royals#8 - 5#cone (3 - 3)#37277#11 - 15
may 26#indians#7 - 4#hentgen (3 - 2)#47113#11 - 16
may 27#indians#3 - 0#plunk (2 - 1)#47143#12 - 16
may 28#indians#5 - 4#darwin (1 - 4)#42365#12 - 17
may 29#tigers#5 - 4#moore (4 - 3)#39294#13 - 17
may 30#tigers#8 - 6#cox (0 - 2)#39711#13 - 18
may 31#tigers#5 - 3#doherty (2 - 3)#41232#14 - 18
