player#team#matches#overs#wickets#average#economy#bbi#4wi#5wi
virender sehwag#leicestershire#6#14.0#7#10.00#5.00#3 / 14#0#0
jimmy ormond#surrey#5#20.0#11#10.09#5.55#5 / 26#1#1
azhar mahmood#surrey#5#18.5#12#10.25#6.53#4 / 20#1#0
dominic hewson#derbyshire#5#19.0#10#10.90#5.73#4 / 18#1#0
jason brown#northamptonshire#5#17.5#11#11.09#6.84#5 / 27#0#1
glen chapple#lancashire#5#19.0#9#11.22#5.31#2 / 13#0#0
ashley noffke#middlesex#3#12.0#8#12.12#8.08#3 / 22#0#0
peter martin#lancashire#4#15.0#7#12.14#5.66#3 / 20#0#0
adam hollioake#surrey#7#25.1#16#12.31#7.82#5 / 21#1#1
simon cook#middlesex#5#18.2#9#13.77#6.76#3 / 14#0#0
