date#visitor#score#home#attendance#record#points
december 1#detroit#2 - 4#pittsburgh#7083#9 - 14 - 2#20
december 4#ny rangers#2 - 4#pittsburgh#9662#10 - 14 - 2#22
december 5#pittsburgh#3 - 5#boston#14995#10 - 15 - 2#22
december 8#california#1 - 1#pittsburgh#8831#10 - 15 - 3#23
december 11#buffalo#3 - 3#pittsburgh#7603#10 - 15 - 4#24
december 12#pittsburgh#1 - 6#ny rangers#17250#10 - 16 - 4#24
december 15#pittsburgh#2 - 3#toronto#16324#10 - 17 - 4#24
december 18#boston#4 - 3#pittsburgh#11837#10 - 18 - 4#24
december 19#pittsburgh#2 - 2#boston#14995#10 - 18 - 5#25
december 22#pittsburgh#2 - 4#ny rangers#17250#10 - 19 - 5#25
december 25#montreal#2 - 4#pittsburgh#7778#11 - 19 - 5#27
december 26#pittsburgh#1 - 6#philadelphia#14626#11 - 20 - 5#27
december 28#toronto#4 - 2#pittsburgh#11158#11 - 21 - 5#27
december 31#buffalo#3 - 3#pittsburgh#7908#11 - 21 - 6#28
