date#visitor#score#home#decision#attendance#record
october 3#montreal#3 - 2#carolina#ward#18680#0 - 0 - 1
october 5#pittsburgh#1 - 4#carolina#ward#17816#1 - 0 - 1
october 6#carolina#0 - 2#washington#grahame#16741#1 - 1 - 1
october 9#carolina#7 - 1#toronto#ward#19224#2 - 1 - 1
october 11#carolina#5 - 3#ottawa#ward#18268#3 - 1 - 1
october 13#carolina#3 - 1#montreal#ward#21273#4 - 1 - 1
october 19#carolina#3 - 4#pittsburgh#ward#17132#4 - 1 - 2
october 20#carolina#2 - 3#philadelphia#grahame#19615#4 - 1 - 3
october 22#vancouver#1 - 3#carolina#ward#15532#5 - 1 - 3
october 24#buffalo#2 - 6#carolina#ward#16058#6 - 1 - 3
october 26#montreal#7 - 4#carolina#ward#16796#6 - 2 - 3
october 27#carolina#8 - 3#ny islanders#grahame#13136#7 - 2 - 3
october 31#carolina#2 - 4#florida#ward#10063#7 - 3 - 3
