district#incumbent#party#first elected#result#candidates
california 1#clarence f lea#democratic#1916#re - elected#clarence f lea (d) unopposed
california 2#clair engle#democratic#1943#re - elected#clair engle (d) unopposed
california 3#j leroy johnson#republican#1942#re - elected#j leroy johnson (r) unopposed
california 5#richard j welch#republican#1926#re - elected#richard j welch (r) unopposed
california 6#george paul miller#democratic#1944#re - elected#george paul miller (d) unopposed
california 8#jack z anderson#republican#1938#re - elected#jack z anderson (r) unopposed
california 10#alfred j elliott#democratic#1937#re - elected#alfred j elliott (d) unopposed
california 13#ned r healy#democratic#1944#lost re - election republican gain#norris poulson (r) 51.8% ned r healy (d) 48.2%
california 15#gordon l mcdonough#republican#1944#re - elected#gordon l mcdonough (r) unopposed
california 17#cecil r king#democratic#1942#re - elected#cecil r king (d) unopposed
california 18#clyde doyle#democratic#1944#lost re - election republican gain#willis w bradley (r) 52.8% clyde doyle (d) 47.2%
