date#visitor#score#home#decision#attendance#record
november 1#detroit#4 - 4#edmonton#legace#16839#5 - 5 - 1 - 0
november 3#detroit#1 - 5#vancouver#legace#18630#5 - 6 - 1 - 0
november 4#detroit#3 - 0#calgary#joseph#15259#6 - 6 - 1 - 0
november 8#nashville#4 - 3#detroit#joseph#20066#6 - 7 - 1 - 0
november 10#chicago#0 - 3#detroit#hasek#20066#7 - 7 - 1 - 0
november 12#detroit#6 - 2#dallas#hasek#18532#8 - 7 - 1 - 0
november 14#detroit#4 - 3#chicago#hasek#21856#9 - 7 - 1 - 0
november 15#detroit#1 - 1#minnesota#hasek#18568#9 - 7 - 2 - 0
november 19#columbus#1 - 5#detroit#legace#20066#10 - 7 - 2 - 0
november 20#detroit#0 - 3#columbus#legace#18136#10 - 8 - 2 - 0
november 22#detroit#5 - 2#minnesota#joseph#18568#11 - 8 - 2 - 0
november 24#washington#4 - 1#detroit#joseph#20066#11 - 9 - 2 - 0
november 26#edmonton#1 - 7#detroit#legace#20066#12 - 9 - 2 - 0
november 28#ny islanders#0 - 6#detroit#legace#20066#13 - 9 - 2 - 0
november 29#detroit#2 - 1#st louis#legace#20006#14 - 9 - 2 - 0
