date#opponent#score#loss#attendance#record#arena#points
november 1#blue jackets#1 - 2#norrena (1 - 1 - 0)#17174#5 - 7 - 2#honda center#12
november 3#coyotes#5 - 2#auld (2 - 4 - 0)#15888#6 - 7 - 2#jobingcom arena#14
november 5#stars#5 - 0#giguere (3 - 4 - 1)#17174#6 - 8 - 2#honda center#14
november 7#coyotes#6 - 5#giguere (3 - 4 - 2)#17174#6 - 8 - 3#honda center#15
november 9#sharks#2 - 3#nabokov (7 - 7 - 0)#17174#7 - 8 - 3#honda center#17
november 13#kings#3 - 4#labarbera (4 - 4 - 0)#17174#8 - 8 - 3#honda center#19
november 15#kings#6 - 3#aubin (3 - 2 - 0)#18118#9 - 8 - 3#staples center#21
november 17#sharks#2 - 1#nabokov (11 - 7 - 0)#17496#10 - 8 - 3#hp pavilion at san jose#23
november 23#coyotes#4 - 3#hiller (1 - 1 - 1)#17174#10 - 9 - 4#honda center#24
november 25#kings#2 - 3#labarbera (5 - 7 - 0)#17174#11 - 9 - 4#honda center#26
november 27#canucks#0 - 4#giguere (8 - 6 - 2)#18630#11 - 10 - 4#general motors place#26
november 29#flames#4 - 1#kiprusoff (10 - 11 - 2)#19289#12 - 10 - 4#scotiabank saddledome#28
november 30#oilers#1 - 5#giguere (9 - 7 - 2)#16839#12 - 11 - 4#rexall place#28
