date#visitor#score#home#leading scorer#record
3 january 2003#cavaliers#81 - 80#raptors#ricky davis (29)#7 - 27
4 january 2003#cavaliers#79 - 85#bulls#zydrunas ilgauskas (27)#7 - 28
6 january 2003#bucks#106 - 94#cavaliers#ricky davis (22)#7 - 29
10 january 2003#cavaliers#99 - 115#lakers#ricky davis (27)#7 - 30
12 january 2003#cavaliers#87 - 79#supersonics#ricky davis (22)#8 - 30
13 january 2003#cavaliers#94 - 118#trail blazers#ricky davis (17)#8 - 31
15 january 2003#cavaliers#80 - 108#warriors#ricky davis (21)#8 - 32
17 january 2003#cavaliers#80 - 97#nuggets#zydrunas ilgauskas (26)#8 - 33
18 january 2003#cavaliers#78 - 95#jazz#ricky davis (25)#8 - 34
21 january 2003#magic#103 - 94#cavaliers#zydrunas ilgauskas (35)#8 - 35
25 january 2003#hawks#102 - 101#cavaliers#zydrunas ilgauskas (19)#8 - 36
27 january 2003#clippers#100 - 104#cavaliers#ricky davis (32)#9 - 36
29 january 2003#cavaliers#108 - 113#magic#zydrunas ilgauskas (22)#9 - 37
31 january 2003#cavaliers#91 - 96#hawks#zydrunas ilgauskas (21)#9 - 38
