episode#title#writer (s)#preservation#original airdate
2 - 01 (42)#traffic in death#-#preserved#september 25 , 1938
2 - 02 (43)#the black abbot#-#preserved#october 2 , 1938
2 - 03 (44)#death stalks the shadow#-#preserved#october 9 , 1938
2 - 04 (45)#night without end#-#preserved#october 16 , 1938
2 - 05 (46)#gun island#-#preserved#october 23 , 1938
2 - 06 (47)#the isle of fear#-#preserved#october 30 , 1938
2 - 07 (48)#shyster payoff#-#preserved#november 6 , 1938
2 - 08 (49)#black rock#-#preserved#november 13 , 1938
2 - 09 (50)#death is blind#-#preserved#november 20 , 1938
2 - 10 (51)#fountain of death#-#preserved#november 27 , 1938
2 - 11 (52)#murder in e flat#-#preserved#december 4 , 1938
2 - 12 (53)#murder by rescue#-#preserved#december 11 , 1938
2 - 13 (54)#guest of death#-#preserved#december 18 , 1938
2 - 14 (55)#give us this day#-#lost#december 25 , 1938
2 - 15 (56)#the man who murdered time#-#preserved#january 1 , 1939
2 - 16 (57)#island of the devil#-#preserved#january 8 , 1939
2 - 17 (58)#ghosts can kill#-#preserved#january 15 , 1939
2 - 18 (59)#valley of the living dead#-#preserved#january 22 , 1939
2 - 19 (60)#prelude to terror#-#preserved#january 29 , 1939
2 - 20 (61)#ghost of captain bayloe#-#preserved#february 5 , 1939
2 - 21 (62)#hypnotic death design for murder#-#preserved#february 12 , 1939
2 - 22 (63)#friend of darkness#-#preserved#february 19 , 1939
2 - 23 (64)#horror in wax#-#preserved#february 26 , 1939
2 - 24 (65)#sabotage by air death by violence#-#preserved#march 5 , 1939
2 - 25 (66)#appointment with death#-#preserved#march 12 , 1938
2 - 26 (67)#can the dead talk#-#preserved#march 19 , 1939
