rank#country#unwto region#international tourism expenditure (2012)#international tourism expenditure (2011)
1#china#asia#102.0 billion#72.6 billion
2#germany#europe#83.8 billion#85.9 billion
3#united states#north america#83.5 billion#78.2 billion
4#united kingdom#europe#52.3 billion#51.0 billion
5#russia#europe#42.8 billion#32.9 billion
6#france#europe#37.2 billion#44.1 billion
7#canada#north america#35.1 billion#33.3 billion
8#japan#asia#27.9 billion#27.2 billion
9#australia#oceania#27.6 billion#26.7 billion
10#italy#europe#26.4 billion#28.7 billion
