place#player#country#score#to par
1#johnny bulla#united states#72 + 71 + 68 = 211#+ 4
t2#sam snead#united states#68 + 71 + 73 = 212#+ 5
t2#craig wood#united states#70 + 71 + 71 = 212#+ 5
t2#denny shute#united states#70 + 72 + 70 = 212#+ 5
5#bud ward (a)#united states#69 + 73 + 71 = 213#+ 6
t6#tommy armour#united states#70 + 75 + 69 = 214#+ 7
t6#john e rogers#united states#75 + 70 + 69 = 214#+ 7
t6#olin dutra#united states#70 + 74 + 70 = 214#+ 7
7#horton smith#united states#72 + 68 + 75 = 215#+ 8
t10#byron nelson#united states#72 + 73 + 71 = 216#+ 9
t10#ralph guldahl#united states#71 + 73 + 72 = 216#+ 9
t10#henry picard#united states#72 + 72 + 72 = 216#+ 9
