game#december#opponent#score#record#points
26#4#chicago black hawks#5 - 2#17 - 3 - 6#40
27#6#st. louis blues#2 - 7#17 - 4 - 6#40
28#7#minnesota north stars#6 - 1#18 - 4 - 6#42
29#10#california golden seals#1 - 1#18 - 4 - 7#43
30#13#los angeles kings#6 - 4#19 - 4 - 7#45
31#17#chicago black hawks#4 - 2#20 - 4 - 7#47
32#19#washington capitals#7 - 5#21 - 4 - 7#49
33#21#st. louis blues#8 - 3#22 - 4 - 7#51
34#23#atlanta flames#2 - 2#22 - 4 - 8#52
35#28#boston bruins#2 - 4#22 - 5 - 8#52
36#30#new york islanders#2 - 6#22 - 6 - 8#52
