season#average attendance home#highest attendance home#average attendance away#highest attendance away#division / section#level#average attendance league
2002#7.546#11.902 vs helsingborgs if#9.924#24.570 vs malmö ff#allsvenskan#tier 1#10.180
2003#6.436#11.375 vs malmö ff#8.728#23.081 vs malmö ff#allsvenskan#tier 1#10.208
2004#5.881#11.036 vs helsingborg#8.526#18.824 vs malmö ff#allsvenskan#tier 1#9.768
2005#5.660#9.649 vs malmö ff#6.762#15.047 vs helsingborg#allsvenskan#tier 1#8.691
2006#3.192#4.290 vs jönköpings s if#2.027#4.517 vs ifk norrköping#superettan#tier 2#2.105
2007#2.972#4.199 vs enköpings sk#2.579#7.193 vs ifk norrköping#superettan#tier 2#2.450
2008#2.752#3.873 vs enköpings sk#1.846#4.569 vs lb07#superettan#tier 2#1.557
2009#2.307#3.036 vs ängelholms ff#1.889#3.596 vs gif sundsvall#superettan#tier 2#1.880
2010#3.123#4.467 vs degerfors if#2.251#5.239 vs hammarby if#superettan#tier 2#2.572
2011#2.929#4.040 vs ifk värnamo#2.664#12.081 vs hammarby if#superettan#tier 2#2.423
2012#2.459#3.450 vs hammarby if#2.119#6.802 vs hammarby if#superettan#tier 2#2.456
