date#visitor#score#home#record#points
january 5#pittsburgh#3 - 3#chicago#11 - 21 - 7#29
january 8#chicago#4 - 0#pittsburgh#11 - 22 - 7#29
january 9#pittsburgh#2 - 4#detroit#11 - 23 - 7#29
january 12#boston#2 - 2#pittsburgh#11 - 23 - 8#30
january 13#pittsburgh#1 - 7#montreal#11 - 24 - 8#30
january 15#philadelphia#2 - 4#pittsburgh#12 - 24 - 8#32
january 19#vancouver#6 - 1#pittsburgh#12 - 25 - 8#32
january 22#pittsburgh#0 - 1#st louis#12 - 26 - 8#32
january 23#montreal#3 - 3#pittsburgh#12 - 26 - 9#33
january 26#st louis#2 - 1#pittsburgh#12 - 27 - 9#33
january 29#chicago#4 - 2#pittsburgh#12 - 28 - 9#33
january 30#pittsburgh#0 - 4#philadelphia#12 - 29 - 9#33
