incumbent#reason for vacancy#appointed successor#date of appointment#elected successor#date of election
l b lindsay#disqualified , never took office#henry e prickett#november 19 , 1867#thomas b hart#january 1868
john hailey#never took office#charles himrod#july 10 , 1871#george h twitchell#july 8 , 1872
sol hasbrouck#resigned november 5 , 1885#james w huston#december 28 , 1885#peter j pefley#july 1887
harry fritchman#resigned may 25 , 1912#arthur hodges#may 25 , 1912#arthur hodges#april 1 , 1913
j w robinson#recalled june 1 , 1916#s h hays#june 6 , 1916#s h hays#april 1917
herbert f lemp#died may 6 , 1927#walter f hansen#may 6 , 1927#james p pope#april 1929
james p pope#resigned february 13 , 1933#ross cady#february 13 , 1933#j j mccue#april 1933
byron e hyatt#died november 11 , 1936#j l edlefsen#november 11 , 1936#j l edlefsen#april 1937
h w whillock#resigned may 11 , 1942#austin walker#may 11 , 1942#austin walker#april 1943
austin walker sam s griffin#died october 31 , 1945 resigned february 25 , 1946#sam s griffin h w whillock#october 31 , 1945 february 25 , 1946#potter p howard#april 1947
dirk kempthorne#resigned january 5 , 1993#h brent coles#january 5 , 1993#h brent coles#november 1993
