date#visitor#score#home#record
october 9#detroit red wings#4 - 1#edmonton oilers#0 - 1 - 0
october 11#edmonton oilers#9 - 2#los angeles kings#1 - 1 - 0
october 14#calgary flames#5 - 4#edmonton oilers#1 - 2 - 0
october 16#edmonton oilers#5 - 2#calgary flames#2 - 2 - 0
october 17#boston bruins#3 - 4#edmonton oilers#3 - 2 - 0
october 21#los angeles kings#2 - 6#edmonton oilers#4 - 2 - 0
october 23#edmonton oilers#5 - 4#vancouver canucks#5 - 2 - 0
october 24#vancouver canucks#5 - 9#edmonton oilers#6 - 2 - 0
october 27#edmonton oilers#0 - 5#quebec nordiques#6 - 3 - 0
october 28#edmonton oilers#1 - 3#montreal canadiens#6 - 4 - 0
october 31#edmonton oilers#5 - 6#new jersey devils#6 - 5 - 0
november 1#edmonton oilers#7 - 6#new york rangers#7 - 5 - 0
november 4#new york rangers#2 - 7#edmonton oilers#8 - 5 - 0
november 5#edmonton oilers#4 - 4#calgary flames#8 - 5 - 1
november 7#buffalo sabres#0 - 5#edmonton oilers#9 - 5 - 1
november 10#edmonton oilers#4 - 4#los angeles kings#9 - 5 - 2
november 14#edmonton oilers#6 - 5#st. louis blues#10 - 5 - 2
november 15#edmonton oilers#4 - 5#chicago blackhawks#10 - 6 - 2
november 18#quebec nordiques#1 - 4#edmonton oilers#11 - 6 - 2
november 20#pittsburgh penguins#1 - 4#edmonton oilers#12 - 6 - 2
november 22#edmonton oilers#3 - 4#winnipeg jets#12 - 7 - 2
november 25#new jersey devils#8 - 7#edmonton oilers#12 - 8 - 2
november 27#chicago blackhawks#3 - 4#edmonton oilers#13 - 8 - 2
november 29#edmonton oilers#5 - 2#buffalo sabres#14 - 8 - 2
december 1#edmonton oilers#2 - 4#washington capitals#14 - 9 - 2
december 2#edmonton oilers#4 - 7#detroit red wings#14 - 10 - 2
december 5#toronto maple leafs#2 - 5#edmonton oilers#15 - 10 - 2
december 6#minnesota north stars#4 - 10#edmonton oilers#16 - 10 - 2
december 9#winnipeg jets#0 - 2#edmonton oilers#17 - 10 - 2
december 11#vancouver canucks#1 - 2#edmonton oilers#18 - 10 - 2
december 12#edmonton oilers#6 - 3#vancouver canucks#19 - 10 - 2
december 16#edmonton oilers#5 - 7#los angeles kings#19 - 11 - 2
december 18#winnipeg jets#5 - 5#edmonton oilers#19 - 11 - 3
december 19#hartford whalers#4 - 3#edmonton oilers#19 - 12 - 3
december 22#los angeles kings#2 - 5#edmonton oilers#20 - 12 - 3
december 26#edmonton oilers#5 - 4#calgary flames#21 - 12 - 3
december 28#vancouver canucks#3 - 7#edmonton oilers#22 - 12 - 3
december 30#philadelphia flyers#0 - 6#edmonton oilers#23 - 12 - 3
january 2#edmonton oilers#0 - 2#washington capitals#23 - 13 - 3
january 4#edmonton oilers#2 - 2#boston bruins#23 - 13 - 4
january 6#edmonton oilers#5 - 1#hartford whalers#24 - 13 - 4
january 8#edmonton oilers#4 - 4#winnipeg jets#24 - 13 - 5
january 9#new york islanders#1 - 5#edmonton oilers#25 - 13 - 5
january 11#washington capitals#2 - 3#edmonton oilers#26 - 13 - 5
january 13#calgary flames#3 - 5#edmonton oilers#27 - 13 - 5
january 15#winnipeg jets#4 - 4#edmonton oilers#27 - 13 - 6
january 18#edmonton oilers#4 - 6#montreal canadiens#27 - 14 - 6
january 19#edmonton oilers#4 - 4#quebec nordiques#27 - 14 - 7
january 21#edmonton oilers#1 - 3#philadelphia flyers#27 - 15 - 7
january 23#edmonton oilers#2 - 3#new york islanders#27 - 16 - 7
january 25#edmonton oilers#6 - 4#pittsburgh penguins#28 - 16 - 7
january 29#calgary flames#5 - 4#edmonton oilers#28 - 17 - 7
january 30#hartford whalers#2 - 5#edmonton oilers#29 - 17 - 7
february 3#new jersey devils#5 - 8#edmonton oilers#30 - 17 - 7
february 6#edmonton oilers#2 - 7#los angeles kings#30 - 18 - 7
february 11#edmonton oilers#7 - 2#vancouver canucks#31 - 18 - 7
february 12#boston bruins#7 - 4#edmonton oilers#31 - 19 - 7
february 14#vancouver canucks#6 - 7#edmonton oilers#32 - 19 - 7
february 17#toronto maple leafs#4 - 4#edmonton oilers#32 - 19 - 8
february 19#pittsburgh penguins#3 - 7#edmonton oilers#33 - 19 - 8
february 21#edmonton oilers#4 - 3#winnipeg jets#34 - 19 - 8
february 23#edmonton oilers#6 - 4#st. louis blues#35 - 19 - 8
february 24#edmonton oilers#4 - 6#chicago blackhawks#35 - 20 - 8
february 28#calgary flames#3 - 2#edmonton oilers#35 - 21 - 8
march 1#los angeles kings#3 - 5#edmonton oilers#36 - 21 - 8
march 4#philadelphia flyers#4 - 7#edmonton oilers#37 - 21 - 8
march 5#edmonton oilers#4 - 7#calgary flames#37 - 22 - 8
march 7#edmonton oilers#6 - 0#winnipeg jets#38 - 22 - 8
march 9#montreal canadiens#4 - 1#edmonton oilers#38 - 23 - 8
march 12#edmonton oilers#4 - 4#vancouver canucks#38 - 23 - 9
march 15#buffalo sabres#4 - 6#edmonton oilers#39 - 23 - 9
march 18#winnipeg jets#1 - 4#edmonton oilers#40 - 23 - 9
