date#visitor#score#home#record
november 1#hartford#5 - 8#detroit#6 - 6 - 1
november 2#detroit#1 - 4#boston#6 - 7 - 1
november 5#minnesota#3 - 2#detroit#6 - 8 - 1
november 7#st louis#3 - 10#detroit#7 - 8 - 1
november 8#detroit#5 - 4#washington#8 - 8 - 1
november 10#st louis#4 - 6#detroit#9 - 8 - 1
november 12#detroit#5 - 4#calgary#10 - 8 - 1
november 14#detroit#3 - 3#san jose#10 - 8 - 2
november 16#detroit#5 - 3#los angeles#11 - 8 - 2
november 19#chicago#1 - 4#detroit#12 - 8 - 2
november 22#minnesota#3 - 4#detroit#13 - 8 - 2
november 23#detroit#2 - 2#minnesota#13 - 8 - 3
november 25#washington#4 - 5#detroit#14 - 8 - 3
november 30#detroit#3 - 7#st louis#14 - 9 - 3
