district#incumbent#party#first elected#result#candidates
texas 1#wright patman#democratic#1928#re - elected#wright patman (d) unopposed
texas 2#martin dies , jr#democratic#1930#re - elected#martin dies , jr (d) unopposed
texas 3#lindley beckworth#democratic#1938#re - elected#lindley beckworth (d) unopposed
texas 4#sam rayburn#democratic#1912#re - elected#sam rayburn (d) unopposed
texas 6#luther a johnson#democratic#1922#re - elected#luther a johnson (d) unopposed
texas 7#nat patton#democratic#1934#re - elected#nat patton (d) 98.2% dudley lawson (r) 1.8%
texas 9#joseph j mansfield#democratic#1916#re - elected#joseph j mansfield (d) unopposed
texas 10#lyndon b johnson#democratic#1937#re - elected#lyndon b johnson (d) unopposed
texas 11#william r poage#democratic#1936#re - elected#william r poage (d) unopposed
texas 12#fritz g lanham#democratic#1919#re - elected#fritz g lanham (d) unopposed
texas 13#ed gossett#democratic#1938#re - elected#ed gossett (d) 96.4% louis n gould (r) 3.6%
texas 14#richard m kleberg#democratic#1931#re - elected#richard m kleberg (d) unopposed
texas 15#milton h west#democratic#1933#re - elected#milton h west (d) 92.4% j a simpson (r) 7.6%
texas 16#r ewing thomason#democratic#1930#re - elected#r ewing thomason (d) unopposed
texas 17#clyde l garrett#democratic#1936#lost renomination democratic hold#sam m russell (d) unopposed
texas 19#george h mahon#democratic#1934#re - elected#george h mahon (d) unopposed
