season#pat pct#20 - 29#30 - 39#40 - 49#fg - fga#fg pct#long#points
1991#97.1%#2 / 3#8 / 9#3 / 6#16 / 22#72.7%#55#81
1992#96.7%#11 / 11#6 / 8#2 / 6#21 / 29#72.4%#51#92
1993#100.0%#4 / 4#5 / 6#6 / 8#16 / 22#72.7%#53#84
1994#100.0%#7 / 7#10 / 11#8 / 8#26 / 28#92.9%#45#110
1995#100.0%#12 / 12#9 / 10#7 / 9#29 / 33#87.9%#47#113
1996#97.1%#8 / 8#5 / 6#5 / 10#19 / 25#76.0%#50#91
1997#100.0%#8 / 9#12 / 12#6 / 11#26 / 34#76.5%#49#110
1998#100.0%#6 / 6#5 / 5#10 / 17#21 / 28#75.0%#48#87
1999#100.0%#9 / 9#6 / 8#7 / 7#28 / 33#84.8%#50#116
2000#100.0%#9 / 9#12 / 13#10 / 12#35 / 39#89.7%#51#135
2001#100.0%#16 / 16#9 / 10#5 / 9#30 / 35#85.7%#49#115
2002#100.0%#9 / 9#4 / 5#7 / 10#21 / 25#84.0%#51#96
2003#100.0%#16 / 16#6 / 6#11 / 14#33 / 38#86.8%#49#134
2004#100.0%#9 / 9#7 / 8#9 / 10#29 / 32#90.6%#50#117
2005#100.0%#8 / 8#10 / 11#11 / 14#30 / 34#88.2%#49#113
2006#100.0%#12 / 13#9 / 9#6 / 7#28 / 30#93.3%#52#121
2007#100.0%#11 / 11#7 / 7#8 / 12#27 / 32#84.4%#49#107
2008#100.0%#11 / 11#11 / 12#5 / 9#27 / 33#81.8#47#122
2009#100.0%#2 / 2#5 / 6#2 / 2#9 / 11#81.8#43#60
totals#99.5%#170 / 173#146 / 162#128 / 181#471 / 563#83.7%#55#2004
