year#game#team#runner - up#score
2012#capital bowl xxii#hutt valley spartans#wellington city wolves#24 - 6
2011#capital bowl xxi#hutt valley spartans#wellington city wolves#34 - 8
2010#capital bowl xx#porirua knights#hutt valley spartans#28 - 8
2009#capital bowl xix#wellington city wolves#hutt valley spartans#20 - 13
2008#capital bowl xviii#porirua knights#wellington city wolves#28 - 18
2007#capital bowl xvii#porirua knights#wellington city wolves#14 - 6
2006#capital bowl xvi#hutt valley spartans#knight city knights#21 - 19 (4 ot)
2005#capital bowl xv#porirua giants#knight city knights#13 - 0
2004#capital bowl xiv#porirua giants#knight city knights#22 - 20
2003#capital bowl xiii#knight city knights#manawatu silverbacks#42 - 0
2002#capital bowl xii#porirua giants#knight city knights#12 - 3
2001#capital bowl xi#porirua giants#harbour city sharks#12 - 3
2000#capital bowl x#porirua giants#wellington knights#22 - 0
1999#capital bowl ix#porirua giants#palmerston north silverbacks#46 - 21
1998#capital bowl viii#porirua giants#wellington hurricanes#6 - 0
1997#capital bowl vii#porirua hurricanes#palmerston north silverbacks#30 - 8
1996#capital bowl vi#capital city giants#porirua hurricanes#8 - 0
1995#capital bowl v#capital city giants#porirua hurricanes#24 - 6
1994#capital bowl iv#hutt valley chargers#levin tigers#wbd
1992#capital bowl iii#levin tigers#capital city giants#21 - 7
1991#capital bowl ii#hutt valley chargers#harbour city hurricanes#12 - 6
1990#capital bowl i#harbour city hurricanes#hutt valley chargers#20 - 16
