model no#gen#released#capacity#cache#interface#feature set#sector size
wd360 gd#1#2003#36 gb#8 mb#parallel ata to serial ata bridge#-#512 bytes
wd740 gd#2#2004#74 gb#8 mb#parallel ata to serial ata bridge#tcq#512 s byte
wd360adfd#3#2006#36 gb#16 mb#native sata#ncq#512 bytes
wd740adfd#3#2006#74 gb#16 mb#native sata#ncq#512 bytes
wd1500adfd#3#2006#150 gb#16 mb#native sata#ncq#512 bytes
wd1500ahfd#3#2006#150 gb#16 mb#native sata#ncq#512 bytes
wd800hlfs#4#2008#80 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd1500blfs#4#2008#150 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd1500hlfs#4#2008#150 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd3000blfs#4#2008#300 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd3000 glfs#4#2008#300 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd3000hlfs#4#2008#300 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd3000hlhx#5#2010#300 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd4500blhx#5#2010#450 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd4500hlhx#5#2010#450 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd6000blhx#5#2010#600 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd6000hlhx#5#2010#600 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd1500hlhx#5#2011#150 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd1600hlhx#5#2011#160 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd3000hlhx#5#2011#300 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd6000hlhx#5#2011#600 gb#32 mb#native sata 6 gbit / s#ncq#512 bytes
wd2500hhtz#6#2012#250 gb#64 mb#native sata 6 gbit / s#ncq#4096 bytes
wd5000hhtz#6#2012#500 gb#64 mb#native sata 6 gbit / s#ncq#4096 bytes
wd1000dhtz#6#2012#1000 gb#64 mb#native sata 6 gbit / s#ncq#4096 bytes
special models#special models#special models#special models#special models#special models#special models#special models
wd800 gd#2#2004#80 gb#8 mb#parallel ata to serial ata bridge#tcq#512 bytes
wd800adfd#3#2006#80 gb#16 mb#native sata#ncq#512 bytes
wd800adfs#3#2006#80 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd1600adfs#3#2006#160 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd800hlfs#4#2008#80 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
wd1600hlfs#4#2008#160 gb#16 mb#native sata 3 gbit / s#ncq#512 bytes
