district#incumbent#party#first elected#results#candidates
new york 1#michael forbes#republican#1994#re - elected#michael forbes (r) 64% william holst (d) 36%
new york 2#rick lazio#republican#1992#re - elected#rick lazio (r) 67% john bace (d) 30%
new york 3#peter king#republican#1992#re - elected#peter king (r) 65% kevin langberg (d) 35%
new york 4#carolyn mccarthy#democratic#1996#re - elected#carolyn mccarthy (d) 53% gregory becker (r) 47%
new york 5#gary ackerman#democratic#1983#re - elected#gary ackerman (d) 65% david pinzon (r) 34%
new york 6#gregory w meeks#democratic#february 3 , 1998 (special)#re - elected#gregory w meeks (d) unopposed
new york 7#thomas manton#democratic#1984#retired democratic hold#joseph crowley (d) 68% james dillon (r) 28%
new york 8#jerrold nadler#democratic#1992#re - elected#jerrold nadler (d) 86% ted howard (r) 14%
new york 9#charles schumer#democratic#1980#retired to run for us senate democratic hold#anthony weiner (d) 66% leslie telano (r) 24%
new york 10#ed towns#democratic#1982#re - elected#ed towns (d) 92% ernestine brown (r) 7%
new york 11#major owens#democratic#1982#re - elected#major owens (d) 89% david greene (r) 10%
new york 12#nydia velazquez#democratic#1992#re - elected#nydia velazquez (d) 83% rosemarie markgraf (r) 13%
new york 13#vito fossella#republican#1997#re - elected#vito fossella (r) 66% eugene prisco (d) 34%
new york 15#charles b rangel#democratic#1970#re - elected#charles b rangel (d) 94% david cunningham (r) 6%
new york 16#jose serrano#democratic#1990#re - elected#jose serrano (d) 96% thomas bayley (r) 4%
new york 17#eliot engel#democratic#1988#re - elected#eliot engel (d) 88% peter fiumefreddo (r) 12%
new york 18#nita lowey#democratic#1988#re - elected#nita lowey (d) unopposed
new york 19#sue kelly#republican#1994#re - elected#sue kelly (r) 63% dick collins (d) 34%
new york 20#benjamin gilman#republican#1972#re - elected#benjamin gilman (r) 58% paul feiner (d) 40%
new york 21#mike mcnulty#democratic#1988#re - elected#mike mcnulty (d) 74% lauren ayers (r) 26%
new york 22#gerald solomon#republican#1978#retired republican hold#john sweeney (r) 56% jean bordewich (d) 43%
new york 23#sherwood boehlert#republican#1982#re - elected#sherwood boehlert (r) unopposed
new york 24#john mchugh#republican#1992#re - elected#john mchugh (r) 79% neil tallon (d) 21%
new york 25#jim walsh#republican#1988#re - elected#jim walsh (r) 69% yvonne rothenberg (d) 31%
new york 27#bill paxon#republican#1988#retired republican hold#tom reynolds (r) 58% bill cook (d) 42%
new york 28#louise slaughter#democratic#1986#re - elected#louise slaughter (d) 65% richard kaplan (r) 31%
new york 29#john lafalce#democratic#1974#re - elected#john lafalce (d) 58% chris collins (r) 41%
new york 30#jack quinn#republican#1992#re - elected#jack quinn (r) 68% crystal peoples (d) 32%
