nation#distance#athlete#venue#date
united states#8.95 m (29ft4¼in)#mike powell#tokyo#1991 - 08 - 30
soviet union / armenia#8.86 m (29ft0¾in)#robert emmiyan#tsakhkadzor#1987 - 05 - 22
panama#8.73 m (28ft7½in)#irving saladino#hengelo#2008 - 05 - 24
cuba#8.71 m (28ft6¾in)#iván pedroso#salamanca#1995 - 07 - 18
greece#8.66 m (28ft4¾in)#louis tsatoumas#kalamata#2007 - 06 - 02
jamaica#8.62 m (28ft3¼in)#james beckford#orlando#1997 - 04 - 05
spain#8.56 m (28ft1in)#yago lamela#turin#1999 - 06 - 24
russia#8.56 m (28ft1in)#aleksandr menkov#moscow#16 august 2013
east germany / germany#8.54 m (28ft0in)#lutz dombrowski#moscow#1980 - 07 - 28
australia#8.54 m (28ft0in)#mitchell watt#stockholm#2011 - 07 - 29
south africa#8.50 m (27ft10½in)#godfrey mokoena#madrid#2009 - 07 - 04
saudi arabia#8.48 m (27ft9¾in)#mohamed salman al - khuwalidi#sotteville - lès - rouen#2006 - 07 - 02
italy#8.47 m (27ft9¼in)#andrew howe#osaka#2007 - 08 - 30
mexico#8.46 m (27ft9in)#luis rivera#kazan#2013 - 07 - 12
senegal#8.46 m (27ft9in)#cheikh tidiane touré#bad langensalza#1997 - 06 - 15
yugoslavia / serbia#8.45 m (27ft8½in)#nenad stekić#montreal#1975 - 07 - 25
ghana#8.43 m (27ft7¾in)#ignisious gaisah#rome#2006 - 07 - 14
france#8.42 m (27ft7¼in)#salim sdiri#pierre - bénite#2009 - 06 - 12
bahamas#8.41 m (27ft7in)#craig hepburn#nassau#1993 - 06 - 17
zimbabwe#8.40 m (27ft6½in)#ngonidzashe makusha#des moines#2011 - 06 - 09
brazil#8.40 m (27ft6½in)#douglas de souza#são paulo#1995 - 02 - 15
slovenia#8.40 m (27ft6½in)#gregor cankar#celje#1997 - 05 - 18
people 's republic of china#8.40 m (27ft6½in)#lao jianfeng#zhaoqing#1997 - 05 - 28
morocco#8.40 m (27ft6½in)#yahya berrabah#beyrouth#2009 - 10 - 02
romania#8.37 m (27ft5½in)#bogdan tudor#bad cannstatt#1995 - 07 - 09
portugal#8.36 m (27ft5in)#carlos calado#lisbon#1997 - 06 - 20
ukraine#8.35 m (27ft4½in)#sergey layevskiy#dnepropetrovsk#1988 - 07 - 16
ukraine#8.35 m (27ft4½in)#roman shchurenko#kiev#2000 - 07 - 25
united kingdom#8.35 m (27ft4½in)#christopher tomlinson#paris#2011 - 07 - 08
taiwan#8.34 m (27ft4¼in)#nai huei - fang#shanghai#1993 - 05 - 14
venezuela#8.34 m (27ft4¼in)#victor castillo#cochabamba#2004 - 05 - 30
bulgaria#8.33 m (27ft3¾in)#ivaylo mladenov#seville#1995 - 06 - 03
belarus#8.33 m (27ft3¾in)#aleksandr glovatskiy#sestriere#1996 - 08 - 07
egypt#8.31 m (27ft3in)#hassine hatem moursal#oslo#1999 - 06 - 30
hungary#8.30 m (27ft2¾in)#lászló szalma#budapest#1985 - 07 - 07
austria#8.30 m (27ft2¾in)#andreas steiner#innsbruck#1988 - 06 - 04
netherlands#8.29 m (27ft2¼in)#ignisious gaisah#moscow#2013 - 08 - 16
mauritius#8.28 m (27ft1¾in)#jonathan chimier#athens#2004 - 08 - 24
poland#8.28 m (27ft1¾in)#grzegorz marciniszyn#mals#2001 - 07 - 14
nigeria#8.27 m (27ft1½in)#yussuf alli#lagos#1989 - 08 - 08
botswana#8.27 m (27ft1½in)#gable garenamotse#rhede#2006 - 08 - 20
algeria#8.26 m (27ft1in)#issam nima#zaragoza#2007 - 07 - 28
czech republic#8.25 m (27ft0¾in)#milan mikuláš#prague#1988 - 07 - 16
republic of moldova#8.25 m (27ft0¾in)#sergey podgainiy#chisinau#1990 - 08 - 18
japan#8.25 m (27ft0¾in)#masaki morinaga#shizuoka#1992 - 05 - 05
belgium#8.25 m (27ft0¾in)#erik nys#hechtel#1996 - 07 - 06
denmark#8.25 m (27ft0¾in)#morten jensen#gothenburg#2005 - 07 - 03
namibia#8.24 m (27ft0¼in)#stephan louw#germiston#2008 - 01 - 12
croatia#8.23 m (27ft0in)#siniša ergotić#zagreb#2002 - 06 - 05
sweden#8.22 m (26ft11½in)#michel tornéus#kuortane#2012 - 07 - 22
bermuda#8.22 m (26ft11½in)#tyrone smith#mayagüez#2010 - 07 - 26
finland#8.22 m (26ft11½in)#tommi evilä#gothenburg#2008 - 06 - 28
korea#8.20 m (26ft10¾in)#kim deok hyeon#belgrade#2009 - 07 - 12
canada#8.20 m (26ft10¾in)#edrick floreal#sherbrooke#1991 - 07 - 20
kazakhstan#8.16 m (26ft9¼in)#sergey vasilenko#alma ata#1988 - 06 - 18
qatar#8.13 m (26ft8in)#abdulrahman faraj al - nubi#manila#2003 - 09 - 21
estonia#8.10 m (26ft6¾in)#erki nool#götzis#1995 - 05 - 27
peru#8.10 m (26ft6¾in)#jorge mcfarlane#sucre#2009 - 11 - 23
uzbekistan#8.10 m (26ft6¾in)#aleksandr pototskiy#bryansk#1992 - 06 - 04
india#8.09 m (26ft6½in)#kumaravel prem kumar#new delhi#5 august 2013
turkey#8.08 m (26ft6in)#mesut yavaş#istanbul#2000 - 06 - 24
new zealand#8.05 m (26ft4¾in)#bob thomas#whangarei#1968 - 01 - 20
latvia#8.05 m (26ft4¾in)#juris tone#moscow#1983 - 06 - 21
thailand#8.04 m (26ft4½in)#supanara sukhasvasti#banglore#2010 - 06 - 05
norway#8.02 m (26ft3½in)#kristen fløgstad#bislett#1973 - 08 - 04
philippines#7.99 m (26ft2½in)#henry dagmil#eagle rock#2008 - 06 - 07
israel#7.99 m (26ft2½in)#yochai halevi#tel aviv#2010 - 05 - 15
viet nam#7.90 m (25ft11in)#nguyen ngoc quan#hanoi#1997 - 05 - 02
malaysia#7.88 m (25ft10in)#josbert tinus#bangkok#2007 - 10 - 05
indonesia#7.85 m (25ft9in)#agus reza irawan#jakarta#1995 - 09 - 21
united arab emirates#7.79 m (25ft6½in)#mousbeh ali said#latakia#1992 - 09 - 06
singapore#7.62 m (25ft0in)#matthew goh yujie#vientiane#2009 - 12 - 05
bahrain#7.47 m (24ft6in)#mohamed imam bakhash#manama#2003 - 10 - 16
lebanon#7.43 m (24ft4½in)#marc habib#lebanon#2004 - 07 - 22
jersey#7.21 m (23ft7¾in)#ross jeffs#jersey#2012 - 07 - 01
laos#7.20 m (23ft7¼in)#phouphet singbandith#norwalk#1990 - 05 - 07
afghanistan#7.05 m (23ft1½in)#mohammed anwar#kabul#1940
brunei#7.04 m (23ft1in)#daniel chung#kota kinabalu#1993 - 08 - 07
