member#party#electorate#state#term of office
rt hon charles adermann#country#fisher#qld#1943 - 1972
ian allan#country#gwydir#nsw#1953 - 1969
hon doug anthony#country#richmond#nsw#1957 - 1984
bill armstrong#country#riverina#nsw#1965 - 1969
william arthur#liberal#barton#nsw#1966 - 1969
william aston#liberal#phillip#nsw#1955 - 1961 , 1963 - 1972
lance barnard#labor#bass#tas#1954 - 1975
hon charles barnes#country#mcpherson#qld#1958 - 1972
jeff bate#liberal#macarthur#nsw#1949 - 1972
noel beaton#labor#bendigo#vic#1960 - 1969
kim beazley#labor#fremantle#wa#1945 - 1977
sam benson#independent#batman#vic#1962 - 1969
fred birrell#labor#port adelaide#sa#1963 - 1974
robert bonnett#liberal#herbert#qld#1966 - 1977
leonard bosman#liberal#st george#nsw#1963 - 1969
nigel bowen#liberal#parramatta#nsw#1964 - 1973
william bridges - maxwell#liberal#robertson#nsw#1964 - 1969
kay brownbill#liberal#kingston#sa#1966 - 1969
gordon bryant#labor#wills#vic#1955 - 1980
alexander buchanan#liberal#mcmillan#vic#1955 - 1972
hon leslie bury#liberal#wentworth#nsw#1956 - 1974
dr jim cairns#labor#yarra#vic#1955 - 1977
kevin cairns#liberal#lilley#qld#1963 - 1972 , 1974 - 1980
sam calder#clp#northern territory#nt#1966 - 1980
hon arthur calwell#labor#melbourne#vic#1940 - 1972
clyde cameron#labor#hindmarsh#sa#1949 - 1980
donald milner cameron#liberal#griffith#qld#1966 - 1990
hon fred chaney#liberal#perth#wa#1955 - 1969
don chipp#liberal#higinbotham#vic#1960 - 1977
joe clark#labor#darling#nsw#1934 - 1969
richard cleaver#liberal#swan#wa#1955 - 1969
fred collard#labor#kalgoorlie#wa#1961 - 1975
rex connor#labor#cunningham#nsw#1963 - 1977
jim cope#labor#watson#nsw#1955 - 1975
james corbett#country#maranoa#qld#1966 - 1980
dominic costa#labor#banks#nsw#1949 - 1969
frank courtnay#labor#darebin#vic#1958 - 1969
hon john cramer#liberal#bennelong#nsw#1949 - 1974
frank crean#labor#melbourne ports#vic#1951 - 1977
manfred cross#labor#brisbane#qld#1961 - 1975 , 1980 - 1990
dan curtin#labor#kingsford - smith#nsw#1949 - 1969
fred daly#labor#grayndler#nsw#1943 - 1975
ron davies#labor#braddon#tas#1958 - 1975
leonard devine#labor#east sydney#nsw#1963 - 1969
don dobie#liberal#hughes#nsw#1966 - 1972 , 1975 - 1996
nigel drury#liberal#ryan#qld#1949 - 1975
gil duthie#labor#wilmot#tas#1946 - 1975
john england#country#calare#nsw#1960 - 1975
dudley erwin#liberal#ballaarat#vic#1955 - 1975
dr doug everingham#labor#capricornia#qld#1967 - 1975 , 1977 - 1984
laurie failes#country#lawson#nsw#1949 - 1969
hon david fairbairn#liberal#farrer#nsw#1949 - 1975
hon allen fairhall#liberal#paterson#nsw#1949 - 1969
hon dr jim forbes#liberal#barker#sa#1956 - 1975
max fox#liberal#henty#vic#1955 - 1974
james fraser#labor#australian capital territory#act#1951 - 1970
hon malcolm fraser#liberal#wannon#vic#1955 - 1983
hon gordon freeth#liberal#forrest#wa#1949 - 1969
bill fulton#labor#leichhardt#qld#1958 - 1975
victor garland#liberal#curtin#wa#1969 - 1981
dr wylie gibbs#liberal#bowman#qld#1963 - 1969
adrian gibson#liberal#denison#tas#1964 - 1969
geoffrey giles#liberal#angas#sa#1964 - 1983
rt hon john gorton#liberal#higgins#vic#1968 - 1975
bill graham#liberal#north sydney#nsw#1949 - 1954 , 1955 - 1958 , 1966 - 1980
george gray#labor#capricornia#qld#1961 - 1967
charles griffiths#labor#shortland#nsw#1949 - 1972
john hallett#country#canning#wa#1963 - 1974
brendan hansen#labor#wide bay#qld#1961 - 1974
jim harrison#labor#blaxland#nsw#1949 - 1969
hon paul hasluck#liberal#curtin#wa#1949 - 1969
william haworth#liberal#isaacs#vic#1949 - 1969
bill hayden#labor#oxley#qld#1961 - 1988
rt hon harold holt#liberal#higgins#vic#1935 - 1967
mac holten#country#indi#vic#1958 - 1977
hon peter howson#liberal#fawkner#vic#1955 - 1972
tom hughes#liberal#parkes#nsw#1963 - 1972
hon alan hulme#liberal#petrie#qld#1949 - 1961 , 1963 - 1972
ralph hunt#country#gwydir#nsw#1969 - 1989
les irwin#liberal#mitchell#nsw#1961 - 1972
bert james#labor#hunter#nsw#1960 - 1980
alan jarman#liberal#deakin#vic#1966 - 1983
john jess#liberal#la trobe#vic#1960 - 1972
don jessop#liberal#grey#sa#1966 - 1969
andrew jones#liberal#adelaide#sa#1966 - 1969
charles jones#labor#newcastle#nsw#1958 - 1983
bob katter#country#kennedy#qld#1966 - 1990
bert kelly#liberal#wakefield#sa#1958 - 1977
david kennedy#labor#bendigo#vic#1969 - 1972
hon wilfrid kent hughes#liberal#chisholm#vic#1949 - 1970
jim killen#liberal#moreton#qld#1955 - 1983
bob king#country#wimmera#vic#1958 - 1977
mervyn lee#liberal#lalor#vic#1966 - 1969
tony luchetti#labor#macquarie#nsw#1951 - 1975
philip lucock#country#lyne#nsw#1953 - 1980
phillip lynch#liberal#flinders#vic#1966 - 1982
dr malcolm mackay#liberal#evans#nsw#1963 - 1972
donald maisey#country#moore#wa#1963 - 1974
rt hon john mcewen#country#murray#vic#1934 - 1971
hector mcivor#labor#gellibrand#vic#1955 - 1972
john mcleay#liberal#boothby#sa#1966 - 1981
rt hon william mcmahon#liberal#lowe#nsw#1949 - 1982
dan minogue#labor#west sydney#nsw#1949 - 1969
dugald munro#liberal#eden - monaro#nsw#1966 - 1969
martin nicholls#labor#bonython#sa#1963 - 1977
peter nixon#country#gippsland#vic#1961 - 1983
william o'connor#labor#dalley#nsw#1946 - 1969
hon hubert opperman#liberal#corio#vic#1949 - 1967
dr rex patterson#labor#dawson#qld#1966 - 1975
andrew peacock#liberal#kooyong#vic#1966 - 1994
thomas pearsall#liberal#franklin#tas#1966 - 1969
ted peters#labor#scullin#vic#1949 - 1969
john pettitt#country#hume#nsw#1963 - 1972
ian robinson#country#cowper#nsw#1963 - 1990
edward st john#liberal / independent#warringah#nsw#1966 - 1969
gordon scholes#labor#corio#vic#1967 - 1993
hon ian sinclair#country#new england#nsw#1963 - 1998
hon billy snedden#liberal#bruce#vic#1955 - 1983
frank stewart#labor#lang#nsw#1953 - 1979
philip stokes#liberal#maribyrnong#vic#1955 - 1969
tony street#liberal#corangamite#vic#1966 - 1984
hon reginald swartz#liberal#darling downs#qld#1949 - 1972
winton turnbull#country#mallee#vic#1946 - 1972
harry turner#liberal#bradfield#nsw#1952 - 1974
tom uren#labor#reid#nsw#1958 - 1990
harry webb#labor#stirling#wa#1954 - 1958 , 1961 - 1972
william wentworth#liberal#mackellar#nsw#1949 - 1977
