mark#wind#athlete#nationality#venue#date
8.95 m (29ft4¼in)#0.3#mike powell#united states#tokyo#august 30 , 1991
8.90 m (29ft2¼in) a#2.0#bob beamon#united states#mexico city#october 18 , 1968
8.87 m (29ft1in)#0.2#carl lewis#united states#tokyo#august 30 , 1991
8.86 m (29ft0¾in) a#1.9#robert emmiyan#soviet union#tsakhkadzor#may 22 , 1987
8.74 m (28ft8in)#1.4#larry myricks#united states#indianapolis#july 18 , 1988
8.74 m (28ft8in) a#2.0#erick walder#united states#el paso#april 2 , 1994
8.74 m (28ft8in)#1.2#dwight phillips#united states#eugene#june 7 , 2009
8.73 m (28ft7½in)#1.2#irving saladino#panama#hengelo#may 24 , 2008
8.71 m (28ft6¾in)#1.9#iván pedroso#cuba#salamanca#july 18 , 1995
8.66 m (28ft4¾in)#1.6#loúis tsátoumas#greece#kalamáta#june 2 , 2007
