rank#mountain peak#mountain range#elevation#prominence#isolation
1#mount rainier#cascade range#4393.293 = 14411feet 4392 m#4027.439 = 13211feet 4027 m#01175.46 = 730.4 miles 1175.5 km
2#mount adams#cascade range#3742.988 = 12277feet 3743 m#2474.390 = 8116feet 2474 m#00075.14 = 46.7 miles 75.1 km
3#mount baker#cascade range#3285.976 = 10778feet 3286 m#2706.707 = 8878feet 2706 m#00213.71 = 132.8 miles 213.7 km
4#glacier peak#cascade range#3213.720 = 10541feet 3286 m#2292.378 = 7519feet 2292 m#00090.18 = 56.0 miles 90.2 km
5#bonanza peak#cascade range#2899.695 = 9511feet 2899 m#1131.402 = 3711feet 1131 m#00023.04 = 14.4 miles 23.2 km
6#mount stuart#cascade range#2870.427 = 9415feet 2870 m#1625.524 = 5335feet 1626 m#00072.00 = 45.0 miles 72.0 km
7#mount fernow#cascade range#2819.817 = 9249feet 2819 m#0857.012 = 2811feet 857 m#00009.44 = 5.9 miles 9.5 km
8#goode mountain#cascade range#2804.878 = 9200feet 2810 m#0857.012 = 3808feet 1161 m#00027.20 = 17.0 miles 27.2 km
9#mount shuksan#cascade range#2782.622 = 9127feet 2782 m#1340.549 = 4397feet 1340 m#00016.64 = 10.4 miles 16.7 km
10#buckner mountain#cascade range#2778.659 = 9114feet 2778 m#0925.000 = 3034feet 925 m#00006.61 = 4.1 miles 6.6 km
11#jack mountain#cascade range#2764.024 = 9066feet 2763 m#1276.220 = 4186feet 1276 m#00026.00 = 16.3 miles 26.0 km
12#mount spickard#cascade range#2737.500 = 8979feet 2738 m#1457.021 = 4779feet 1457 m#00036.46 = 19.0 miles 30.5 km
13#black peak#cascade range#2734.756 = 8970feet 2734 m#1051.829 = 3450feet 1051 m#00008.16 = 5.1 miles 8.2 km
14#mount redoubt#cascade range#2730.488 = 8956feet 2730 m#0502.744 = 1649feet 503 m#00004.56 = 2.9 miles 4.6 km
15#north gardner mountain#cascade range#2730.488 = 8956feet 2730 m#1218.293 = 3996feet 1218 m#00043.68 = 27.3 miles 43.7 km
16#dome peak#cascade range#2719.512 = 8920feet 2719 m#0926.829 = 3040feet 927 m#00043.68 = 27.3 miles 43.7 km
17#silver star mountain#cascade range#2705.793 = 8875feet 2705 m#0740.854 = 2430feet 742 m#00007.10 = 4.4 miles 7.1 km
