date#opponent#score#loss#time#att#record
april 4#indians#1 - 0#westbrook (0 - 1)#1:51#38141#1 - 0
april 6#indians#4 - 3#wickman (0 - 1)#2:55#10520#2 - 0
april 7#indians#5 - 11 (11)#vizcaíno (0 - 1)#3:56#10800#2 - 1
april 8#twins#5 - 1#lohse (0 - 1)#2:46#48764#3 - 1
april 9#twins#8 - 5#radke (0 - 2)#2:37#41533#4 - 1
april 10#twins#2 - 5#buehrle (1 - 1)#2:29#28089#4 - 2
april 11#indians#2 - 1#millwood (0 - 1)#2:39#42461#5 - 2
april 13#indians#5 - 4 (10)#howry (0 - 1)#2:54#14410#6 - 2
april 14#indians#6 - 8#hernández (1 - 1)#3:25#12470#6 - 3
april 15#mariners#6 - 4#piñeiro (0 - 1)#2:39#16749#7 - 3
april 16#mariners#2 - 1#franklin (1 - 1)#1:39#25931#8 - 3
april 17#mariners#4 - 5#garcía (1 - 1)#2:52#23324#8 - 4
april 18#twins#5 - 4#lohse (1 - 2)#2:47#27018#9 - 4
april 19#twins#3 - 1#radke (1 - 3)#2:40#18310#10 - 4
april 20#tigers#9 - 1#ledezma (1 - 1)#2:19#16887#11 - 4
april 21#tigers#4 - 3#bonderman (2 - 2)#2:21#19334#12 - 4
april 22#royals#8 - 2#hernández (1 - 3)#2:36#15832#13 - 4
april 23#royals#3 - 2 (10)#macdougal (1 - 1)#3:24#19641#14 - 4
april 24#royals#4 - 3#camp (0 - 2)#2:57#15331#15 - 4
april 25#athletics#6 - 0#zito (0 - 4)#2:20#10206#16 - 4
april 26#athletics#7 - 9#marte (2 - 1)#3:06#20412#16 - 5
april 27#athletics#1 - 2#marte (2 - 2)#2:42#14172#16 - 6
april 29#tigers#2 - 3 (11)#takatsu (0 - 1)#4:10#18313#16 - 7
april 30#tigers#4 - 3#johnson (2 - 2)#2:50#30189#17 - 7
