place#player#country#score#to par#money
t1#byron nelson#united states#68 + 67 + 72 + 73 = 280#- 8#playoff
t1#ben hogan#united states#73 + 70 + 67 + 70 = 280#- 8#playoff
3#paul runyan#united states#67 + 73 + 72 + 71 = 283#- 5#600
4#sam byrd#united states#68 + 68 + 75 + 74 = 285#- 3#500
5#horton smith#united states#67 + 73 + 74 + 73 = 287#- 1#400
6#jimmy demaret#united states#70 + 70 + 75 + 75 = 290#+ 2#300
t7#ej dutch harrison#united states#74 + 70 + 71 + 77 = 292#+ 4#200
t7#lawson little#united states#71 + 74 + 72 + 75 = 292#+ 4#200
t7#sam snead#united states#78 + 69 + 72 + 73 = 292#+ 4#200
t10#chick harbert#united states#73 + 73 + 72 + 75 = 293#+ 5#100
t10#gene kunes#united states#74 + 74 + 74 + 71 = 293#+ 5#100
