year#competition#location#event#final - rank#final - score#qualifying rank#qualifying score
2008#2008 summer olympics#beijing#team#2#186.525#2#246.800
2008#2008 summer olympics#beijing#uneven bars#dnq#n / a#23#14.800
2008#olympic trials#philadelphia#all around#4#61.850#4#61.400
2008#olympic trials#philadelphia#balance beam#4#15.550#4#15.800
2008#olympic trials#philadelphia#floor exercise#2#15.500#3#15.650
2008#olympic trials#philadelphia#uneven bars#6#15.200#5#15.300
2008#olympic trials#philadelphia#vault#4#15.150#3#15.100
2008#us championships#boston#all around#4#61.250#4#60.750
2008#us championships#boston#balance beam#5#16.000#5#15.400
2008#us championships#boston#floor exercise#10#14.750#4#15.200
2008#us championships#boston#uneven bars#6#15.550#6#15.150
