name#team#laps#time / retired#grid#points
sébastien bourdais#n / h / l racing#53#1:40:58.596#1#34
dan clarke#minardi team usa#53#+ 9.8 secs#8#27
graham rahal#n / h / l racing#53#+ 12.2 secs#4#25
oriol servià#forsythe racing#53#+ 20.9 secs#14#24
alex tagliani#rsports#53#+ 50.7 secs#6#21
jan heylen#conquest racing#53#+ 1:00.1#9#19
tristan gommendy#pkv racing#53#+ 1:02.3#11#17
justin wilson#rsports#53#+ 1:03.0#10#15
bruno junqueira#dale coyne racing#53#+ 1:04.5#5#13
neel jani#pkv racing#53#+ 1:13.0#7#11
simon pagenaud#team australia#53#+ 1:28.9#12#10
paul tracy#forsythe racing#53#+ 1:35.1#16#9
alex figge#pacific coast motorsports#52#+ 1 lap#15#8
robert doornbos#minardi team usa#49#+ 4 laps#3#7
katherine legge#dale coyne racing#36#mechanical#17#6
will power#team australia#25#mechanical#2#5
ryan dalziel#pacific coast motorsports#15#collision#13#4
