date#visitor#score#home#leading scorer#attendance#record
2 november 2007#mavericks#94 - 101#hawks#dirk nowitzki (28)#19767#1 - 1
3 november 2007#kings#102 - 123#mavericks#josh howard (27)#20343#2 - 1
5 november 2007#rockets#98 - 107#mavericks#jason terry (31)#20389#3 - 1
8 november 2007#mavericks#120 - 115#warriors#two - way tie (24)#19596#4 - 1
10 november 2007#mavericks#82 - 91#trailblazers#josh howard (20)#19255#4 - 2
13 november 2007#76ers#99 - 84#mavericks#jason terry (25)#19875#5 - 2
15 november 2007#spurs#105 - 92#mavericks#josh howard (23)#20468#6 - 2
17 november 2007#grizzlies#108 - 105#mavericks#josh howard (27)#20385#7 - 2
20 november 2007#raptors#105 - 99#mavericks#dirk nowitzki (32)#20272#8 - 2
21 november 2007#mavericks#100 - 94#rockets#devin harris (22)#18143#9 - 2
23 november 2007#mavericks#107 - 111#pacers#devin harris (24)#14002#9 - 3
24 november 2007#mavericks#95 - 97#bucks#josh howard (24)#16376#9 - 4
26 november 2007#wizards#110 - 98#mavericks#dirk nowitzki (31)#19556#9 - 5
28 november 2007#timberwolves#103 - 109#mavericks#dirk nowitzki (27)#20054#10 - 5
30 november 2007#trailblazers#80 - 91#mavericks#josh howard (23)#20301#11 - 5
