year#points#rebounds#assists#steals#blocks
1995#dubravko zemljić (22)#2 tied (8)#giacomo galanda (2)#giacomo galanda (3)#2 tied (1)
1996#vladimir bogojević (22)#vladimir bogojević (7)#vladimir bogojević (7)#vladimir bogojević (3)#4 tied (1)
1997#igor rakočević (17)#jérôme moïso (8)#lucas victoriano (4)#3 tied (1)#ruben boumtje - boumtje (4)
1998#dirk nowitzki (33)#dirk nowitzki (14)#dimitri lauwers (4)#dirk nowitzki (3)#2 tied (1)
1999#vlado ilievski (19)#2 tied (8)#vlado ilievski (5)#2 tied (2)#olumide oyedeji (2)
2000#tony parker (20)#olumide oyedeji (13)#tony parker (7)#3 tied (2)#3 tied (1)
2004#luka bogdanović (20)#michael schroeder (9)#marcus vinicius viera (3)#2 tied (2)#none
2005#martynas pocius (20)#jevohn shepard (7)#michael mokongo (5)#michael mokongo (2)#dušan šakota (2)
2006#milenko tepić (16)#daniel clark (10)#patrick mills (6)#daniel clark (2)#mouhamed sene (9)
2007#nicolas batum (23)#nemanja aleksandrov (14)#petteri koponen (6)#nicolas batum (4)#solomon alabi (3)
2008#alexis ajinça (13)#alexis ajinça (9)#zygimantas janavicious (5)#3 tied (2)#alexis ajinça (3)
2009#milan mačvan (23)#milan mačvan (14)#milan mačvan (6)#nikolaos pappas (4)#kevin seraphin (2)
2010#enes kanter (34)#enes kanter (13)#mael lebrun (4)#5 tied (1)#3 tied (1)
2011#mateusz ponitka (17)#bismack biyombo (11)#raul togni neto (4)#raul togni neto (2)#bismack biyombo (10)
2012#andrew wiggins (20)#dario šarić (14)#dario šarić (5)#léo westermann (2)#andrew wiggins (2)
2013#livio jean - charles (27)#livio jean - charles (13)#dennis schröder (6)#3 tied (2)#livio jean - charles (2)
