date#opponent#venue#result#attendance
10 august 1991#celtic#h#3 - 4#16535
13 august 1991#st mirren#h#4 - 1#5771
17 august 1991#st johnstone#a#1 - 1#7700
24 august 1991#hibernian#a#0 - 1#9420
31 august 1991#aberdeen#h#0 - 0#11962
7 september 1991#dunfermline#h#3 - 0#11962
14 september 1991#rangers#a#1 - 1#36347
21 september 1991#hearts#a#1 - 1#11746
28 september 1991#motherwell#h#2 - 2#6844
5 october 1991#falkirk#a#4 - 0#5377
8 october 1991#airdrieonians#h#0 - 0#5763
12 october 1991#celtic#a#1 - 4#28745
19 october 1991#st johnstone#h#1 - 2#7700
26 october 1991#airdrieonians#a#3 - 1#3500
29 october 1991#rangers#h#3 - 2#14397
2 november 1991#aberdeen#a#1 - 0#13728
6 november 1991#dunfermline#a#1 - 0#3528
9 november 1991#hibernian#h#1 - 1#9420
16 november 1991#falkirk#h#2 - 1#7290
23 november 1991#hearts#h#0 - 1#12796
30 november 1991#st mirren#a#1 - 1#3500
3 december 1991#motherwell#a#1 - 1#4023
7 december 1991#celtic#h#1 - 1#11145
14 december 1991#dunfermline#h#0 - 0#4835
21 december 1991#rangers#a#0 - 2#41448
28 december 1991#hibernian#a#2 - 3#7704
1 january 1992#aberdeen#h#4 - 0#7608
4 january 1992#falkirk#a#3 - 1#5186
11 january 1992#airdrieonians#h#2 - 1#6056
18 january 1992#st mirren#h#1 - 3#4933
1 february 1992#st johnstone#a#1 - 1#6364
8 february 1992#hearts#a#0 - 1#10516
22 february 1992#motherwell#h#2 - 2#4746
29 february 1992#falkirk#h#2 - 1#5592
7 march 1992#dunfermline#a#0 - 1#3042
14 march 1992#hibernian#h#1 - 0#5588
17 march 1992#airdrieonians#a#0 - 1#3284
21 march 1992#aberdeen#a#2 - 0#10500
28 march 1992#celtic#a#1 - 3#22522
4 april 1992#st johnstone#h#2 - 1#5553
11 april 1992#rangers#h#1 - 2#11391
18 april 1992#hearts#h#2 - 0#6711
25 april 1992#st mirren#a#1 - 0#1871
2 may 1992#motherwell#a#2 - 1#3151
