date#competition#venue#result#score#goals
1 / 3 / 02#super league vii#jjb stadium#w#18 - 4#deacon 3 / 3
10 / 3 / 02#super league vii#valley parade#w#38 - 12#deacon 5 / 7
24 / 3 / 02#super league vii#halton stadium#w#22 - 16#sykes 3 / 4
28 / 3 / 02#super league vii#valley parade#w#32 - 18#deacon 6 / 6
1 / 4 / 02#super league vii#belle vue#w#44 - 12#deacon 6 / 8
7 / 4 / 02#super league vii#griffin park#l#14 - 15#deacon 1 / 3
20 / 4 / 02#super league vii#valley parade#w#54 - 22#deacon 7 / 10
29 / 4 / 02#super league vii#valley parade#w#44 - 18#deacon 8 / 8
3 / 5 / 02#super league vii#the jungle#w#32 - 8#deacon 8 / 8
10 / 5 / 02#super league vii#headingley stadium#l#20 - 28#deacon 4 / 4
17 / 5 / 02#super league vii#valley parade#w#46 - 22#deacon 7 / 8
24 / 5 / 02#super league vii#valley parade#w#28 - 26#deacon 4 / 5
2 / 6 / 02#super league vii#wilderspool#w#40 - 12#deacon 6 / 7
7 / 6 / 02#super league vii#valley parade#w#22 - 12#deacon 7 / 7
23 / 6 / 02#super league vii#the willows#w#48 - 10#deacon 8 / 8
28 / 6 / 02#super league vii#knowsley road#l#26 - 34#deacon 5 / 5
4 / 7 / 02#super league vii#valley parade#w#44 - 6#deacon 5 / 7 , withers 1 / 1
12 / 7 / 02#super league vii#valley parade#w#36 - 18#withers 5 / 5 , paul 1 / 1
19 / 7 / 02#super league vii#the boulevard#w#25 - 24#deacon 6 / 6 , withers 1 dg
26 / 7 / 02#super league vii#valley parade#w#40 - 18#deacon 6 / 7
2 / 8 / 02#super league vii#valley parade#w#46 - 18#deacon 6 / 7 , withers 1 / 1
9 / 8 / 02#super league vii#shay stadium#w#25 - 8#deacon 4 / 4 , deacon 1 dg
16 / 8 / 02#super league vii#valley parade#l#22 - 50#deacon 5 / 5
25 / 8 / 02#super league vii#the jungle#l#14 - 44#deacon 2 / 2 , withers 1 / 1
1 / 9 / 02#super league vii#valley parade#w#46 - 14#deacon 7 / 8
6 / 9 / 02#super league vii#headingley stadium#w#20 - 18#deacon 2 / 4
14 / 9 / 02#super league vii#valley parade#w#32 - 14#deacon 8 / 8
20 / 9 / 02#super league vii#the boulevard#w#32 - 18#deacon 4 / 6
