date#visitor#score#home#decision#attendance#record
october 11#ny rangers#4 - 3#philadelphia#biron#19623#0 - 1 - 0
october 13#montreal#5 - 3#philadelphia#biron#19323#0 - 2 - 0
october 14#philadelphia#2 - 3#pittsburgh#niittymaki#16965#0 - 2 - 1
october 16#philadelphia#2 - 5#colorado#biron#18007#0 - 3 - 1
october 18#philadelphia#4 - 5#san jose#niittymaki#17496#0 - 3 - 2
october 22#san jose#7 - 6#philadelphia#biron#19072#0 - 3 - 3
october 24#philadelphia#6 - 3#new jersey#biron#15529#1 - 3 - 3
october 25#new jersey#2 - 3#philadelphia#biron#19611#2 - 3 - 3
october 28#philadelphia#7 - 0#atlanta#niittymaki#13207#3 - 3 - 3
october 30#ny islanders#2 - 3#philadelphia#biron#18227#4 - 3 - 3
