date#opponent#score#loss#stadium#attendance#record
august 1#yankees#1 - 0#rivera (4 - 4)#yankee stadium#53997#69 - 40
august 2#yankees#9 - 2#weaver (9 - 9)#yankee stadium#54170#69 - 41
august 3#yankees#14 - 9#shields (4 - 3)#yankee stadium#54204#69 - 42
august 4#orioles#6 - 5#sherrill (3 - 5)#angel stadium of anaheim#41902#70 - 42
august 5#orioles#3 - 0#garland (10 - 7)#angel stadium of anaheim#44027#70 - 43
august 6#orioles#9 - 4#olson (8 - 6)#angel stadium of anaheim#40130#71 - 43
august 8#yankees#10 - 5#kennedy (0 - 4)#angel stadium of anaheim#44158#72 - 43
august 9#yankees#11 - 4#e ramírez (3 - 1)#angel stadium of anaheim#43919#73 - 43
august 10#yankees#4 - 3#marté (4 - 2)#angel stadium of anaheim#44138#74 - 43
august 12#mariners#7 - 3#washburn (5 - 12)#angel stadium of anaheim#42086#75 - 43
august 13#mariners#10 - 7 (12)#speier (1 - 5)#angel stadium of anaheim#42754#75 - 44
august 15#indians#3 - 2#arredondo (4 - 1)#progressive field#30962#75 - 45
august 16#indians#4 - 3#carmona (5 - 5)#progressive field#33051#76 - 45
august 17#indians#4 - 3#speier (1 - 6)#progressive field#28356#76 - 46
august 18#rays#6 - 4#garland (11 - 8)#tropicana field#15896#76 - 47
august 19#rays#4 - 2#shields (5 - 4)#tropicana field#15902#76 - 48
august 20#rays#5 - 4#balfour (3 - 2)#tropicana field#19157#77 - 48
august 21#twins#2 - 1 (12)#speier (1 - 7)#angel stadium of anaheim#41367#77 - 49
august 22#twins#9 - 0#saunders (14 - 6)#angel stadium of anaheim#43819#77 - 50
august 23#twins#7 - 5#blackburn (9 - 8)#angel stadium of anaheim#43906#78 - 50
august 24#twins#5 - 3#crain (5 - 3)#angel stadium of anaheim#40011#79 - 50
august 25#athletics#2 - 1#weaver (10 - 10)#angel stadium of anaheim#39584#79 - 51
august 26#athletics#5 - 1#smith (6 - 13)#angel stadium of anaheim#37431#80 - 51
august 27#athletics#6 - 5#saunders (14 - 7)#angel stadium of anaheim#38587#80 - 52
august 28#rangers#7 - 5#wright (6 - 6)#angel stadium of anaheim#37541#81 - 52
august 29#rangers#3 - 1#nippert (1 - 4)#angel stadium of anaheim#40084#82 - 52
august 30#rangers#4 - 3#feldman (5 - 6)#angel stadium of anaheim#43937#83 - 52
august 31#rangers#4 - 3#lackey (11 - 3)#angel stadium of anaheim#39153#83 - 53
