date#opponent#score#loss#attendance#record
august 1#pirates#7 - 6#rincón (4 - 5)#22657#52 - 58
august 2#pirates#6 - 5#swift (4 - 5)#32388#52 - 59
august 3#pirates#8 - 4#reed (3 - 5)#24989#52 - 60
august 4#phillies#7 - 3#castillo (8 - 10)#15230#52 - 61
august 5#phillies#4 - 2#bottalico (2 - 4)#16428#53 - 61
august 6#mets#4 - 0#mlicki (5 - 8)#26633#54 - 61
august 7#mets#12 - 4#swift (4 - 6)#29536#54 - 62
august 8#pirates#5 - 3#lieber (6 - 12)#48262#55 - 62
august 9#pirates#8 - 7#rincón (4 - 6)#48323#56 - 62
august 10#pirates#8 - 7#wilkins (7 - 3)#48018#57 - 62
august 12#phillies#5 - 0#thomson (4 - 7)#48228#57 - 63
august 13#phillies#12 - 8#wright (6 - 8)#48491#57 - 64
august 15#mets#6 - 2#reed (10 - 6)#48308#58 - 64
august 16#mets#7 - 5#mcmichael (7 - 10)#48311#59 - 64
august 17#mets#6 - 4#mlicki (5 - 10)#48440#60 - 64
august 19#reds#6 - 5#wright (6 - 9)#31722#60 - 65
august 20#reds#5 - 3#white (1 - 1)#21968#61 - 65
august 21#astros#10 - 4#bailey (9 - 9)#22962#61 - 66
august 22#astros#9 - 1#thomson (5 - 8)#33061#61 - 67
august 23#astros#6 - 3#hudek (0 - 2)#32374#62 - 67
august 24#astros#3 - 1#wright (6 - 10)#28918#62 - 68
august 25#reds#7 - 6#castillo (10 - 11)#48143#62 - 69
august 25#reds#6 - 4#hutton (3 - 2)#48081#62 - 70
august 26#reds#9 - 5#martínez (1 - 1)#48063#63 - 70
august 27#reds#7 - 5#remlinger (6 - 6)#48032#64 - 70
august 28#mariners#9 - 5#olivares (6 - 9)#48422#65 - 70
august 29#mariners#6 - 5#timlin (3 - 3)#48178#66 - 70
august 30#athletics#4 - 3#mohler (1 - 10)#48308#67 - 70
august 31#athletics#10 - 4#oquist (2 - 5)#48041#68 - 70
