date#team#score#high points#high rebounds#high assists#location attendance#record
date#visitor#score#home#ot#leading scorer#attendance#record
3 january 2008#supersonics#96 - 104#suns#na#amar'e stoudemire (34)#18422#23 - 9
5 january 2008#hornets#118 - 113#suns#na#leandro barbosa (28)#18422#23 - 10
7 january 2008#nuggets#115 - 137#suns#na#shawn marion (27)#18422#24 - 10
9 january 2008#pacers#122 - 129#suns#1#two - way tie (27)#18422#25 - 10
10 january 2008#suns#86 - 108#jazz#na#leandro barbosa (25)#19911#25 - 11
12 january 2008#bucks#114 - 122#suns#na#steve nash (35)#18422#26 - 11
15 january 2008#suns#90 - 97#clippers#na#amar'e stoudemire (29)#16063#26 - 12
17 january 2008#suns#106 - 98#lakers#na#leandro barbosa (22)#18997#27 - 12
18 january 2008#timberwolves#95 - 115#suns#na#amar'e stoudemire (23)#18422#28 - 12
20 january 2008#nets#92 - 116#suns#na#amar'e stoudemire (28)#18422#29 - 12
22 january 2008#suns#114 - 105#bucks#na#steve nash (37)#14503#30 - 12
23 january 2008#suns#107 - 117#timberwolves#na#amar'e stoudemire (33)#15101#30 - 13
25 january 2008#suns#110 - 108#cavaliers#na#raja bell (27)#20562#31 - 13
27 january 2008#suns#88 - 77#bulls#na#amar'e stoudemire (24)#22245#32 - 13
29 january 2008#hawks#92 - 125#suns#na#amar'e stoudemire (24)#18422#33 - 13
31 january 2008#spurs#84 - 81#suns#na#shawn marion (21)#18422#33 - 14
