date#opponent#score#loss#attendance#record
may 1#new york yankees#2 - 5#abbott (0 - 3)#20477#8 - 17
may 3#boston red sox#10 - 8#wise (1 - 2)#12422#9 - 17
may 4#boston red sox#2 - 5#thomas (1 - 3)#11408#9 - 18
may 5#boston red sox#2 - 5#segui (0 - 4)#10358#9 - 19
may 6#baltimore orioles#1 - 4#abbott (0 - 4)#4402#9 - 20
may 7#baltimore orioles#2 - 4#jones (0 - 1)#16212#9 - 21
may 8#baltimore orioles#4 - 6#pole (0 - 1)#9638#9 - 22
may 9#toronto blue jays#4 - 10#thomas (1 - 4)#11680#9 - 23
may 10#toronto blue jays#3 - 9#montague (3 - 3)#13017#9 - 24
may 11#new york yankees#5 - 2#holtzman (2 - 2)#23978#10 - 24
may 12#new york yankees#8 - 6#hunter (1 - 2)#42132#11 - 24
may 13#boston red sox#5 - 7#romo (0 - 2)#20523#11 - 25
may 14#boston red sox#4 - 8#thomas (1 - 5)#52485#11 - 26
may 15#boston red sox#4 - 5#jones (0 - 2)#47353#11 - 27
may 16#baltimore orioles#8 - 3#palmer (5 - 3)#10388#12 - 27
may 17#baltimore orioles#10 - 2#may (4 - 4)#10920#13 - 27
may 19#oakland athletics#3 - 0#langford (3 - 3)#2179#14 - 27
may 20#oakland athletics#5 - 14#jones (0 - 3)#2660#14 - 28
may 21#oakland athletics#7 - 6#lacey (1 - 1)#3230#15 - 28
may 22#oakland athletics#6 - 2#blue (3 - 4)#3138#16 - 28
may 24#cleveland indians#5 - 7#romo (1 - 3)#5576#16 - 29
may 25#cleveland indians#1 - 2#laxton (2 - 2)#4516#16 - 30
may 27#detroit tigers#2 - 1#fidrych (0 - 1)#44207#17 - 30
may 28#detroit tigers#3 - 1#rozema (4 - 2)#15820#18 - 30
may 29#detroit tigers#6 - 4#foucault (3 - 2)#11778#19 - 30
may 30#texas rangers#7 - 4#blyleven (4 - 6)#dh#20 - 30
may 30#texas rangers#9 - 3#perry (4 - 5)#17844#21 - 30
