date#opponent#score#loss#attendance#record
july 1#red sox#4 - 0#parris (0 - 2)#33005#33 - 46
july 2#red sox#2 - 1#eyre (2 - 4)#32993#33 - 47
july 2#red sox#6 - 4#smith (0 - 3)#32902#33 - 48
july 3#red sox#5 - 2#politte (1 - 2)#31777#33 - 49
july 4#red sox#9 - 5#heredia (0 - 2)#32086#33 - 50
july 5#yankees#6 - 3#loaiza (3 - 5)#46788#33 - 51
july 6#yankees#8 - 3#pettitte (2 - 3)#55005#34 - 51
july 7#yankees#10 - 6#thurman (1 - 2)#46922#34 - 52
july 11#red sox#10 - 3#walker (3 - 1)#19494#34 - 53
july 12#red sox#5 - 0#lowe (12 - 5)#20185#35 - 53
july 13#red sox#4 - 1#castillo (5 - 10)#28112#36 - 53
july 14#red sox#6 - 5#urbina (0 - 4)#24140#37 - 53
july 15#yankees#8 - 5#hernã¡ndez (5 - 3)#25371#38 - 53
july 16#yankees#7 - 6#politte (1 - 3)#27197#38 - 54
july 17#orioles#7 - 1#johnson (3 - 7)#17015#39 - 54
july 18#orioles#5 - 4#driskill (6 - 3)#17004#40 - 54
july 19#devil rays#11 - 8#creek (2 - 1)#16985#41 - 54
july 20#devil rays#12 - 10#de los santos (0 - 1)#24449#42 - 54
july 21#devil rays#7 - 5#walker (3 - 2)#21442#42 - 55
july 22#orioles#6 - 3#johnson (3 - 8)#27235#43 - 55
july 23#orioles#postponed (rain) rescheduled for august 24#postponed (rain) rescheduled for august 24#postponed (rain) rescheduled for august 24#postponed (rain) rescheduled for august 24
july 24#orioles#5 - 2#driskill (6 - 4)#30961#44 - 55
july 26#twins#10 - 5#prokopec (2 - 8)#25049#44 - 56
july 27#twins#5 - 4 (10)#escobar (5 - 5)#40306#44 - 57
july 28#twins#4 - 0#loaiza (4 - 6)#30554#44 - 58
july 29#royals#4 - 1#carpenter (4 - 2)#14759#44 - 59
july 30#royals#13 - 4#asencio (2 - 4)#13066#45 - 59
july 31#royals#9 - 2#sedlacek (1 - 2)#13461#46 - 59
