game#date#team#score#record#streak
62#march 2#golden state warriors#93 - 100#35 - 27#loss 3
63#march 6#philadelphia 76ers#105 - 99#36 - 27#win 1
64#march 10#new orleans jazz#120 - 105#37 - 27#win 2
65#march 12#houston rockets#100 - 113#37 - 28#loss 1
66#march 14#los angeles lakers#109 - 137#37 - 29#loss 2
67#march 16#portland trail blazers#112 - 95#38 - 29#win 1
68#march 17#seattle supersonics#111 - 122#38 - 30#loss 1
69#march 18#golden state warriors#109 - 110#38 - 31#loss 2
70#march 20#new orleans jazz#115 - 101#39 - 31#win 1
71#march 21#detroit pistons#112 - 118#39 - 32#loss 1
72#march 23#chicago bulls#122 - 109#40 - 32#win 1
73#march 25#cleveland cavaliers#109 - 94#41 - 32#win 2
74#march 26#milwaukee bucks#92 - 123#41 - 33#loss 1
75#march 28#washington bullets#90 - 113#41 - 34#loss 2
76#march 30#boston celtics#93 - 83#42 - 34#win 1
77#march 31#philadelphia 76ers#103 - 107#42 - 35#loss 1
