date#visitor#score#home#leading scorer#attendance#record
2 / 1#charlotte bobcats#127 - 94#golden state warriors#monta ellis#20064#29 - 19
2 / 7#chicago bulls#108 - 114#golden state warriors#monta ellis#19596#29 - 20
2 / 9#sacramento kings#105 - 102#golden state warriors#monta ellis#20018#30 - 20
2 / 11#washington wizards#120 - 117#golden state warriors#stephen jackson#19043#31 - 20
2 / 13#phoenix suns#120 - 118#golden state warriors#monta ellis#19754#32 - 20
2 / 19#golden state warriors#109 - 119#utah jazz#al harrington#19911#32 - 21
2 / 20#boston celtics#119 - 117#golden state warriors#baron davis#20711#33 - 21
2 / 22#atlanta hawks#110 - 117#golden state warriors#baron davis#19596#33 - 22
2 / 26#seattle supersonics#105 - 99#golden state warriors#monta ellis#19412#34 - 22
2 / 29#philadelphia 76ers#119 - 97#golden state warriors#mickaël piétrus#19602#35 - 22
