date#opponent#score#leading scorer#attendance#record
may 17#chicago#67 - 61#lauren jackson (14)#12079#1 - 0
may 20#sacramento#74 - 62#lauren jackson (17) sue bird (17) swin cash (17)#6871#2 - 0
may 22#phoenix#87 - 83#lauren jackson (30)#7059#3 - 0
may 24#san antonio#72 - 87#swin cash (15)#9767#3 - 1
may 30#san antonio#78 - 57#lauren jackson (28)#6810#4 - 1
june 1#houston#64 - 63#swin cash (19)#6116#5 - 1
june 3#new york#63 - 77#lauren jackson (19)#6928#5 - 2
june 4#detroit#67 - 77#lauren jackson (27)#8108#5 - 3
june 7#detroit#75 - 67#lauren jackson (24)#7105#6 - 3
june 11#phoenix#83 - 77#lauren jackson (20)#7483#7 - 3
june 13#san antonio#69 - 74#sue bird (21)#6478#7 - 4
june 13#houston#60 - 68#lauren jackson (18)#7023#7 - 5
june 16#connecticut#67 - 74#lauren jackson (26)#6872#7 - 6
june 20#indiana#78 - 70#lauren jackson (18)#7393#8 - 6
june 24#los angeles#62 - 76#sue bird (11)#8032#8 - 7
june 29#washington#64 - 49#sue bird (14)#7965#9 - 7
july 3#new york#84 - 71#lauren jackson (33)#6973#10 - 7
july 5#minnesota#96 - 71#lauren jackson (34)#7553#11 - 7
july 8#sacramento#79 - 64#lauren jackson (17)#5727#12 - 7
july 10#phoenix#89 - 78#lauren jackson (25)#10454#13 - 7
july 12#los angeles#70 - 52#sue bird (18)#10833#14 - 7
july 18#indiana#65 - 59#sheryl swoopes (15)#7450#15 - 7
july 20#washington#57 - 89#katie gearlds (13)#8543#15 - 8
july 22#minnesota#76 - 73#sue bird (22)#12276#16 - 8
july 25#phoenix#80 - 94#yolanda griffith (17)#8323#16 - 9
july 27#sacramento#77 - 71#sue bird (24)#8651#17 - 9
august 28#houston#66 - 49#sue bird (22)#8320#18 - 9
august 31#connecticut#76 - 80#sue bird (24)#9518#18 - 10
september 2#atlanta#83 - 69#sue bird (21)#7390#19 - 10
september 4#chicago#70 - 62#sue bird (19)#3829#20 - 10
september 6#minnesota#96 - 88#sue bird (23)#9339#21 - 10
september 9#sacramento#74 - 77#tanisha wright (17) katie gearlds (17)#11644#21 - 11
september 12#atlanta#77 - 72#camille little (21)#9686#22 - 11
september 14#los angeles#48 - 65#shyra ely (16)#13142#22 - 12
