place#player#country#score#to par#money
1#julius boros#united states#71 + 71 + 68 + 71 = 281#+ 1#4000
2#ed oliver#united states#71 + 72 + 70 + 72 = 285#+ 5#2500
3#ben hogan#united states#69 + 69 + 74 + 74 = 286#+ 6#1000
4#johnny bulla#united states#73 + 68 + 73 + 73 = 287#+ 7#800
5#george fazio#united states#71 + 69 + 75 + 75 = 290#+ 10#600
6#dick metz#united states#70 + 74 + 76 + 71 = 291#+ 11#500
t7#tommy bolt#united states#72 + 76 + 71 + 73 = 292#+ 12#350
t7#ted kroll#united states#71 + 75 + 76 + 70 = 292#+ 12#350
t7#lew worsham#united states#72 + 71 + 74 + 75 = 292#+ 12#350
t10#lloyd mangrum#united states#75 + 74 + 72 + 72 = 293#+ 13#200
t10#sam snead#united states#70 + 75 + 76 + 72 = 293#+ 13#200
t10#earl stewart#united states#76 + 75 + 70 + 72 = 293#+ 13#200
