date#visitor#score#home#decision#attendance#record
december 1#boston#1 - 4#tampa bay#holmqvist#18444#11 - 13 - 2
december 4#ottawa#3 - 4#tampa bay#holmqvist#17540#12 - 13 - 2
december 6#carolina#1 - 2#tampa bay#holmqvist#16674#13 - 13 - 2
december 8#ny islanders#3 - 2#tampa bay#holmqvist#18319#13 - 13 - 3
december 10#tampa bay#1 - 6#toronto#holmqvist#19454#13 - 14 - 3
december 11#tampa bay#3 - 2#montreal#denis#21273#14 - 14 - 3
december 13#calgary#9 - 6#tampa bay#denis#19026#14 - 15 - 3
december 15#washington#3 - 2#tampa bay#holmqvist#18367#14 - 16 - 3
december 18#tampa bay#2 - 6#atlanta#holmqvist#14060#14 - 17 - 3
december 20#toronto#1 - 2#tampa bay#ramo#19131#15 - 17 - 3
december 22#carolina#4 - 1#tampa bay#ramo#18765#15 - 18 - 3
december 26#tampa bay#2 - 3#washington#ramo#15035#15 - 19 - 3
december 27#montreal#5 - 2#tampa bay#holmqvist#20294#15 - 20 - 3
december 29#philadelphia#4 - 2#tampa bay#ramo#20124#15 - 21 - 3
