episode number#title#original airing on channel 4#time of airing on channel 4#total viewers and rank on c4#total viewers
42#the manhattan project#wednesday , june 24 , 2009#10.00 pm#2.36 million - no 1#2.36 million
43#filing for the enemy#wednesday , july 1 , 2009#10.00 pm#1.82 million - 8#2.302 million
44#crimes of fashion#wednesday , july 8 , 2009#10.00 pm#1.73 million - 19#1.98 million
45#betty suarez land#wednesday , july 15 , 2009#10.00 pm#1.18 million - 31#1.68 million
46#granny pants#wednesday , july 22 , 2009#10.00 pm#1.64 million - 24#2.21 million
47#ugly berry#wednesday , july 29 , 2009#10.00 pm#1.67 million - 22#2.19 million
48#crush'd#wednesday , august 5 , 2009#10.00 pm#1.69 million - 21#2.18 million
49#tornado girl#wednesday , august 12 , 2009#10.00 pm#1.56 million - 24#2.15 million
50#when betty met yeti#wednesday , august 19 , 2009#10.00 pm#1.46 million - 27#2.0 million
51#bad amanda#wednesday , august 26 , 2009#10.00 pm#1.57 million - 29#2.13 million
52#dress for success#wednesday , september 2 , 2009#10.00 pm#1.08 million - 31#1.68 million
53#sisters on the verge of a nervous breakdown#wednesday , september 16 , 2009#10.00 pm#1.09 million - no 31#1.74 million
54#kissed off#wednesday , september 23 , 2009#10.00 pm#1.20 million - no 31#1.88 million
55#the courtship of betty 's father#wednesday , september 30 , 2009#10.00 pm#1.11 million - 31#1.71 million
56#there 's no place like mode#monday , october 12 , 2009#10.00 pm#0.95 million - 31#1.51 million
57#things fall apart#monday , october 19 , 2009#10.00 pm#0.93 million - 31#1.53 million
58#sugar daddy#monday , october 26 , 2009#10.00 pm#0.71 million#1.24 million
59#a mother of a problem#monday , november 2 , 2009#10.00 pm#0.73 million#1.31 million
60#the sex issue#monday , november 9 , 2009#10.00 pm#0.59 million#1.18 million
61#rabbit test#monday november 16 , 2009#10.00 pm#0.77 million#1.38 million
62#the born identity#monday november 23 , 2009#10.00 pm#0.91 million#1.38 million
63#in the stars#monday november 30 , 2009#10.00 pm#0.75 million#1.32 million
64#curveball#monday december 7 , 2009#10.00 pm#0.65 million#1.178 million
65#the fall issue#monday december 14 , 2009#10.00 pm#0.80 million#1.426 million
