date#visitor#score#home#decision#attendance#record
march 1#philadelphia#0 - 3#new jersey#biron#17625#33 - 18 - 10
march 3#philadelphia#4 - 2#boston#niittymaki#17020#34 - 18 - 10
march 5#calgary#5 - 1#philadelphia#niittymaki#19513#34 - 19 - 10
march 7#nashville#1 - 4#philadelphia#biron#19611#35 - 19 - 10
march 10#buffalo#2 - 5#philadelphia#biron#19421#36 - 19 - 10
march 12#washington#2 - 1#philadelphia#biron#19728#36 - 20 - 10
march 14#ny rangers#2 - 4#philadelphia#biron#19836#37 - 20 - 10
march 15#philadelphia#1 - 4#ny rangers#niittymaki#18200#37 - 21 - 10
march 17#philadelphia#2 - 3#detroit#biron#20066#37 - 22 - 10
march 20#philadelphia#6 - 4#buffalo#biron#18690#38 - 22 - 10
march 22#philadelphia#3 - 1#pittsburgh#biron#17132#39 - 22 - 10
march 23#new jersey#2 - 4#philadelphia#biron#19762#40 - 22 - 10
march 26#florida#4 - 2#philadelphia#biron#19631#40 - 23 - 10
march 28#philadelphia#4 - 3#ny islanders#biron#16234#41 - 23 - 10
march 29#boston#4 - 3#philadelphia#niittymaki#19715#41 - 24 - 10
