game#date#opponent#score#location#attendance#record#points
41#january 2#los angeles kings#1 - 2#staples center#18118#24 - 11 - 6#54
42#january 5#montreal canadiens#4 - 2#verizon center#18277#25 - 11 - 6#56
43#january 7#ottawa senators#5 - 2#verizon center#18277#26 - 11 - 6#58
44#january 9#atlanta thrashers#8 - 1#philips arena#16767#27 - 11 - 6#60
45#january 12#tampa bay lightning#4 - 7#st pete times forum#13891#27 - 12 - 6#60
46#january 13#florida panthers#5 - 4 so#bankatlantic center#14776#28 - 12 - 6#62
47#january 15#toronto maple leafs#6 - 1#verizon center#18277#29 - 12 - 6#64
48#january 17#philadelphia flyers#5 - 3#verizon center#18277#30 - 12 - 6#66
49#january 19#detroit red wings#3 - 2#verizon center#18277#31 - 12 - 6#68
50#january 21#pittsburgh penguins#6 - 3#mellon arena#17132#32 - 12 - 6#70
51#january 23#phoenix coyotes#4 - 2#verizon center#18277#33 - 12 - 6#72
52#january 26#new york islanders#7 - 2#nassau veterans memorial coliseum#12549#34 - 12 - 6#74
53#january 27#anaheim ducks#5 - 1#verizon center#18277#35 - 12 - 6#76
54#january 29#florida panthers#4 - 1#verizon center#18277#36 - 12 - 6#78
