year#place#gold#silver#bronze
1970#phoenix#peter cheng ( hkg )#valeri postoianov ( urs )#jogan nikitin ( urs )
1973#stockport#peter cheng ( hkg )#alexander kediarov ( urs )#helmut bellingrodt ( col )
1974#berne#peter cheng ( hkg )#alexander kediarov ( urs )#alexander gazov ( urs )
1978#seoul#peter cheng ( hkg )#guenther danne ( frg )#ezio cini ( ita )
1979#linz#peter cheng ( hkg )#igor sokolov ( urs )#gyula szabo ( hun )
1981#mala#aleksei rudnizkiy ( urs )#alexander ivanchikhin ( urs )#tibor bodnar ( hun )
1982#caracas#nikolai dedov ( urs )#yuri kadenatsy ( urs )#jerzy greszkiewicz ( pol )
1983#edmonton#sergei savostianov ( urs )#nikolai dedov ( urs )#jerzy greszkiewicz ( pol )
1986#suhl#attila solti ( hun )#shiping huang ( chn )#yuwei li ( chn )
1990#moscow#ronghui zhang ( chn )#gennadi avramenko ( urs )#manfred kurzer ( gdr )
1994#milan#lubos racansky ( cze )#gennadi avramenko ( ukr )#miroslav janus ( cze )
2002#lahti#jozsef sike ( hun )#emil andersson ( swe )#lubomir pelach ( svk )
2006#zagreb#lukasz czapla ( pol )#peter pelach ( svk )#bedrich jonas ( cze )
2008#plzeň#alexander blinov ( rus )#peter pelach ( svk )#alexander zinenko ( ukr )
2009#heinola#peter cheng ( hkg )#staffan holmström ( fin )#niklas bergström ( swe )
