surname#first#dob#uni#bats#throws#position
barker#dean#15 / 05 / 85#4#l#l#lhp
berg#daniel#21 / 11 / 84#5#r#r#utl
blackley#adam#22 / 02 / 85#15#l#l#lhp
blackmore#matthew#19 / 06 / 82#18#r#r#rhp
booth#ryan#22 / 05 / 83#24#l#r#of
forbes#cameron#28 / 02 / 77#45#r#r#rhp
harman#brad#19 / 10 / 85#7#r#r#ss
hendricks#donavon#9 / 03 / 86#19#l#l#lhp
hogan#lee#8 / 05 / 74#29#r#r#rhp
johnston#rikki#2 / 04 / 81#20#l#l#1b
kent#matthew#17 / 02 / 80#35#l#r#c
lawman#matthew#26 / 06 / 87#6#s#r#inf
mckenzie#andrew#28 / 03 / 76#28#l#r#utl
moylan#peter#2 / 12 / 78#34#r#r#rhp
russell#andrew#27 / 04 / 84#3#r#r#of
rutgers#paul#17 / 01 / 84#25#r#r#2b
shumpert#derek#30 / 09 / 75#27#r#r#of
spear#russell#30 / 08 / 77#10#r#r#rhp
utting#ben#22 / 12 / 75#30#l#r#3b
weichard#paul#7 / 11 / 79#32#s#l#of
wiltshire#greg#1 / 03 / 80#12#r#r#rhp
