date#visitor#score#home#decision#attendance#record
january 2#florida#2 - 3#new jersey#brodeur#14124#22 - 14 - 3
january 4#philadelphia#0 - 3#new jersey#brodeur#17625#23 - 14 - 3
january 5#new jersey#3 - 4#boston#weekes#17565#23 - 15 - 3
january 8#buffalo#1 - 2#new jersey#brodeur#14030#24 - 15 - 3
january 10#new jersey#4 - 1#carolina#brodeur#17173#25 - 15 - 3
january 12#new jersey#3 - 2#buffalo#brodeur#18690#26 - 15 - 3
january 16#ny islanders#3 - 1#new jersey#brodeur#15975#26 - 16 - 3
january 18#florida#2 - 1#new jersey#brodeur#15203#26 - 17 - 3
january 20#toronto#2 - 3#new jersey#brodeur#15291#27 - 17 - 3
january 22#new jersey#7 - 3#philadelphia#brodeur#19677#28 - 17 - 3
january 24#montreal#4 - 3#new jersey#brodeur#14257#28 - 18 - 3
january 29#pittsburgh#4 - 2#new jersey#brodeur#13595#28 - 19 - 3
