place#player#country#score#to par#money
1#tiger woods#united states#70 + 67 + 68 + 72 = 277#- 11#630000
2#sergio garcía#spain#66 + 73 + 68 + 71 = 278#- 10#378000
t3#stewart cink#united states#69 + 70 + 68 + 73 = 280#- 8#203000
t3#jay haas#united states#68 + 67 + 75 + 70 = 280#- 8#203000
5#nick price#zimbabwe#70 + 71 + 69 + 71 = 281#- 7#129000
t6#bob estes#united states#71 + 70 + 72 + 69 = 282#- 6#112000
t6#colin montgomerie#scotland#72 + 70 + 70 + 70 = 282#- 6#112000
t8#steve pate#united states#72 + 70 + 73 + 69 = 284#- 4#96500
t8#jim furyk#united states#71 + 70 + 69 + 74 = 284#- 4#96500
t10#david duval#united states#70 + 71 + 72 + 72 = 285#- 3#72167
t10#corey pavin#united states#69 + 74 + 71 + 71 = 285#- 3#72167
t10#chris perry#united states#70 + 73 + 71 + 71 = 285#- 3#72167
t10#miguel ángel jiménez#spain#70 + 70 + 75 + 70 = 285#- 3#72167
t10#jesper parnevik#sweden#72 + 70 + 73 + 70 = 285#- 3#72167
t10#mike weir#canada#68 + 68 + 69 + 80 = 285#- 3#72167
