1391 carelia#1398 donnera#1405 sibelius#1406 komppa#1407 lindelöf
1421 esperanto#1424 sundmania#1446 sillanpää#1447 utra#1448 lindbladia
1449 virtanen#1450 raimonda#1451 granö#1453 fennia#1454 kalevala
1460 haltia#1462 zamenhof#1463 nordenmarkia#1471 tornio#1472 muonio
1473 ounas#1477 bonsdorffia#1478 vihuri#1479 inkeri#1480 aunus
1483 hakoila#1488 aura#1492 oppolzer#1494 savo#1495 helsinki
1496 turku#1497 tampere#1498 lahti#1499 pori#1500 jyväskylä
1503 kuopio#1518 rovaniemi#1519 kajaani#1520 imatra#1521 seinäjoki
1523 pieksämäki#1524 joensuu#1525 savonlinna#1526 mikkeli#1527 malmquista
1529 oterma#1530 rantaseppä#1532 inari#1533 saimaa#1534 näsi
1535 päijänne#1536 pielinen#1541 estonia#1542 schalén#1548 palomaa
1549 mikko#1551 argelander#1552 bessel#1567 alikoski#1631 kopff
1646 rosseland#1656 suomi#1659 punkaharju#1677 tycho brahe#1678 hveen
1696 nurmela#1699 honkasalo#1723 klemola#1740 paavo nurmi#1757 porvoo
1883 rimito#1928 summa#1929 kollaa#1947 iso - heikkilä#2020 ukko
2067 aksnes#2091 sampo#2096 väinö#2194 arpola#2204 lyyli
2243 lönnrot#2258 viipuri#2292 seili#2299 hanko#2333 porthan
2379 heiskanen#2397 lappajärvi#2454 olaus magnus#2464 nordenskiöld#2479 sodankylä
2486 metsähovi#2502 nummela#2512 tavastia#2535 hämeenlinna#2638 gadolin
2639 planman#2678 aavasaksa#2679 kittisvaara#2690 ristiina#2715 mielikki
2716 tuulikki#2733 hamina#2737 kotka#2750 loviisa#2802 weisell
2820 iisalmi#2826 ahti#2885 palva#2898 neuvo#2962 otto
2972 niilo#3037 alku#3099 hergenrother#3166 klondike#3212 agricola
3223 forsius#3272 tillandz#3281 maupertuis#3522 becker#3606 pohjola
3897 louhi#4181 kivi#4266 waltari#4512 sinuhe#5073 junttura
